baseMean	log2FoldChange	lfcSE	pvalue	padj
dx	265.923110164282	-0.429074632146167	0.15190890988812	0.0042011032809436	0.0105586830668136
eag	10.9490210975728	-3.98185099814855	0.94301717336595	3.78193956064181e-06	1.61693084424231e-05
eas	809.446327587332	-1.29860997233378	0.11091430206961	4.55242684907391e-32	1.23378483587613e-30
exd	2115.13485953032	0.513971748544606	0.106009059467018	1.10624242522853e-06	5.09764160789747e-06
e(y)1	296.291883453384	-0.030921222855817	0.149970413968803	0.833829497859581	0.898598184221268
e(y)2	165.802720119645	-0.369173727268005	0.240803928303484	0.11270549109247	0.189901032936628
Fas2	559.114733823417	-0.746859384764973	0.170888508609739	8.67894293119096e-06	3.52224105253156e-05
Fcp3C	9.53547795105538	-1.10927362432611	0.693772403108749	0.0410874418151511	0.0794423451782668
Actn	453.80454938469	0.111875256754921	0.165612594741801	0.494011906987664	0.62247836034143
fliI	577.195152862347	-1.02884749719815	0.127207119825569	3.19228733202869e-16	3.80248960469649e-15
flw	1141.55582300765	0.0909569747049885	0.123973702035807	0.469066863944687	0.5998697685576
fog	273.681634794493	-0.863862672384479	0.233387904778538	0.000132540647308537	0.000453816905880837
gd	12.7783693343009	5.25370435454516	1.21429097174759	4.06910390091307e-06	1.72129553903704e-05
fs(1)K10	399.496170854471	0.277492468781007	0.12389525001111	0.0239937173256732	0.0498259142905863
png	4.6492728206221	0.453812089238971	0.798193641689538	0.374930638539661	0.510224758319079
fs(1)Ya	154.579554178108	2.65476622350772	0.222303927922945	1.43018025583033e-33	4.39780428667826e-32
fs(1)Yb	16.2302005724302	1.47205048040713	0.649044317857717	0.00665982510545311	0.0157997927946877
fu	111.183151860668	0.675976286968623	0.242130018318393	0.00390346171794327	0.00990735759839887
fw	2.26365458431586	0.253427306748996	0.822923446981899	0.590777086712076	0.707791934573965
g	698.660349685111	0.084891127418107	0.11845527198847	0.469691651178308	0.5998697685576
Gbeta13F	976.801281104279	-0.327569128526964	0.114450381961846	0.00392193326719435	0.0099384648086272
Gs2	1253.45695151182	-0.179126253839574	0.180431554653957	0.288848083082621	0.412382218615277
Hex-A	1441.0391119647	-0.101499119524637	0.117543844746833	0.383717536118469	0.519076652366746
hfw	1344.68435089781	0.361271200569121	0.0846130406633853	1.8197164434803e-05	7.09538838503835e-05
Hmr	131.535597438834	-0.123043682050963	0.230127045052007	0.58239856706969	0.700191961461981
Hsc70-3	41730.9516880066	-1.21090698820932	0.121843741894468	1.22704359317844e-23	2.42227494505225e-22
if	636.59856162783	-0.161752095082084	0.214581503886926	0.438069259485931	0.571814486463676
kz	177.037325589403	0.0183868812943336	0.224165718499954	0.934406473583965	0.963945775006942
Mybbp1A	473.96432036047	1.01976670276555	0.19248494870919	6.25751089126716e-08	3.40331969902591e-07
egh	1516.50099272739	0.191990145426134	0.118889185550239	0.104398050327595	0.17868056680692
l(1)10Bb	165.513980614062	-0.0236973207591199	0.221006866809846	0.910942847353267	0.948254624307071
Hlc	1975.90332016453	0.105341714220451	0.142167679952103	0.455508200624073	0.587367668037399
Grip91	94.9531902370368	-0.20248060950469	0.224646989689826	0.352728046151653	0.485380504127791
dlg1	1269.43471372272	0.0330167587622985	0.11679138167186	0.777589005352205	0.859270780620716
l(1)sc	0	NA	NA	NA	NA
Lsp1alpha	3.71151644660107	1.54007399801819	1.38334951367178	0.0422903074588839	0.0814725320804281
lz	0.108413509195903	0.127443736783019	0.976074262817972	0.787936101186678	NA
RpL36	5173.92997430206	1.43322333058109	0.195043498629122	7.12241651428319e-14	7.07375404120424e-13
mal	193.13021882018	-0.429756703994481	0.173042361392517	0.0114931458371148	0.0258474545619502
mei-218	75.745625292329	0.00302011560384636	0.256209520701782	0.991707360752575	0.992949323633918
Met	234.271633124756	-0.393722743510684	0.211031237665331	0.0554665415169818	0.103129069634481
mud	4.75423534969164	-1.62891119801349	1.05135023278658	0.0223055013423937	0.0467450807948722
mus101	82.4716983017979	0.478451896898845	0.239602425154402	0.0391279958665972	0.0761139481638552
Myb	461.817268715661	0.02214228626723	0.124548370586515	0.868742204709124	0.917515710257522
na	0.227910701046031	0.161376524121628	0.985290590927182	0.622216592826835	NA
nod	19.5906561803173	-1.61418544575839	0.555080245575911	0.000875631894002158	0.00256905577708156
otu	97.7978396075869	3.26740424589358	0.344366976287964	3.59572594573212e-22	6.1165593481124e-21
pcx	630.994268082401	-0.708685604131809	0.211796099776139	0.000566207538916867	0.00170823746175108
peb	4.46174380733427	0.410882783095797	0.812261365619792	0.414110227435007	0.550045722756938
per	496.572526591888	1.53063841969638	0.153401124488621	6.12765860621683e-24	1.22941701395012e-22
Raf	168.459298007097	0.113780948669386	0.184937369021823	0.531845940507349	0.656142953573769
pn	160.706439826794	0.00231308687028387	0.177898064292666	0.990820191116908	0.992682635085173
PpV	458.283836823032	-0.14085390090401	0.132580036551653	0.283025429578559	0.406245656998309
CG2841	1006.27117617903	-0.30197045054348	0.112134264645861	0.00667407566278671	0.0158101436811792
r	874.047442170069	0.483933921354363	0.156790814613596	0.00175899574855201	0.00484936931368047
ras	1427.90895291866	0.332575471952524	0.0913457921172489	0.000256330421046928	0.000824692843569492
rb	485.383382660589	-0.470272748710283	0.142858022792582	0.000858862811290553	0.00252913744982246
rdgB	146.92156451441	0.864628322286909	0.202221509097271	1.19557857112652e-05	4.76740682102572e-05
RpII215	1093.06606738714	-0.0143482940133337	0.13383128230559	0.913433072070476	0.949661561925027
rst	33.6059603653808	2.23450970752956	0.475219660687103	4.4379533713963e-07	2.18116091771406e-06
run	0.575487936630747	0.27037917387339	1.01427868923264	0.345830176359515	0.477395611953017
rut	344.677815716201	1.02958399625262	0.171586991252222	1.06208888722461e-09	6.93175563539651e-09
rux	78.8775440390619	-0.0743450632635547	0.23396447938543	0.743011673113472	0.834720940949383
sbr	873.35965145753	0.210852052957166	0.0983157842813481	0.031179427981486	0.0620098325154181
sd	1062.42411022181	-0.479588710593011	0.151319131053202	0.00130470844508915	0.00373207299409223
sesB	3601.67415044479	0.409796325762137	0.106969715071607	0.000132065770838704	0.000453161303800616
sev	182.510741236332	0.143755490733014	0.208642239558847	0.481639463780079	0.610916639492422
sgg	1988.03738465291	-0.576083435284686	0.103568466052441	2.1495448402186e-08	1.22317515996781e-07
shf	11.5941823393153	-1.10273755512213	0.630496286833424	0.0313732027599057	0.0623177033702972
shi	629.496067500232	0.218282527289937	0.105683686772977	0.0378679287194935	0.074023004917445
sisA	1.8638570422798	-0.54028964282967	1.0180559407216	0.240016362706759	0.356678591048427
sl	401.59964640669	0.178957093771412	0.133515841785035	0.176406059300796	0.279834611926561
slgA	867.791316261422	0.134777676069628	0.126861253241044	0.284529903456939	0.406943931688413
sn	352.723217308389	4.51691475376467	0.19024589250404	1.90281825878928e-125	3.38067377311561e-123
snf	557.799886121188	-0.128273609108964	0.162100346040442	0.423166637285538	0.557415010275468
sog	310.076491459896	0.237794091184545	0.290326855922595	0.392471240484203	0.527029119261767
sol	528.780831522732	0.804679127003644	0.124455332035373	6.88613536083806e-11	5.1452945990561e-10
sqh	1465.34352469243	0.144729497243817	0.0999560296542777	0.14591337206695	0.237592140463394
sta	16253.4425155549	0.343204031911691	0.132898647001596	0.0116816908872214	0.026088021967412
su(sable)	2122.81367856435	-0.262125989671894	0.132018138638498	0.0448165736633928	0.0854132315706377
su(w[a])	28291.1850220727	-0.40307094496561	0.118717375226382	0.000506135511284225	0.00155040360640513
swa	39.0394583670053	5.92898961989306	0.880727511034692	1.89009645511829e-11	1.49617041174958e-10
sws	828.12933504151	0.45331642186897	0.131448496376786	0.000499625238604636	0.00153634760870926
tko	214.681537850141	-0.073729593608044	0.191490673817994	0.693304013430052	0.798123194726172
tsg	0	NA	NA	NA	NA
unc	0.6705686674296	-0.224815991177813	0.991103048672442	0.585985206407404	0.703446204989069
usp	675.463726035717	-0.199436027438319	0.13384320490773	0.132047736302641	0.217226677312679
v	2.70938163527807	-0.0727065825098566	0.801669163919152	0.874069571896522	0.92131657578282
vap	401.855224735193	-2.46442421621756	0.152377733300435	1.24143365107013e-59	7.08947288593266e-58
y	0.480603404898176	-0.121609022546861	0.97575076684324	0.838537805916625	0.898598184221268
Yp1	1.3153540311659	0.65821537095064	1.12932808021224	0.148263642860982	0.240683822268741
Yp3	0.223629888079099	0.160775620206824	0.985079884072046	0.626520240492712	NA
z	443.728524327831	-0.131128112723905	0.129960014370313	0.309402218493202	0.435889116626105
Zw	503.746100134956	1.18395983009821	0.152289086609468	3.79464915772189e-15	4.07224429744785e-14
Prosalpha4	1113.25493386845	-0.0654775915283552	0.128759371976149	0.605173639137331	0.720530639598356
oc	0.54874697157889	0.168040143124757	0.963293565575772	0.538672962299034	0.661042261485921
nullo	0.125531384252374	-0.0120453564673181	0.975552489775531	0.97344693724025	NA
sc	0	NA	NA	NA	NA
nonA	703.661174341681	-0.206160840031594	0.129747363972227	0.108625088176866	0.184385898083661
mei-41	65.5472865658947	-1.21292987368486	0.28186165681489	7.09750874841864e-06	2.90997858685164e-05
Ptp4E	304.636139415702	0.880959144290217	0.165203479084286	6.04266026040839e-08	3.31530915927058e-07
Ptp10D	713.662556992629	0.777967356732116	0.155492713809041	3.91387127995502e-07	1.93754804230591e-06
shtd	535.155552164451	0.0196763636265342	0.165187219657049	0.905442626545496	0.945658236346341
Vinc	703.536840336318	0.0471318277761966	0.144112480341166	0.744665377751099	0.835006969862558
Cyp1	3740.94806053434	0.0468669636413553	0.142819359114207	0.743366241345792	0.834720940949383
mew	450.201717751343	-0.551630405805333	0.169517627906305	0.000943246464173016	0.00275228302228586
Fur2	278.285959064715	2.05204295021003	0.184959332988441	2.76352709325161e-29	6.31268546015618e-28
Zw10	1220.41118084799	-0.0758776780331658	0.0964645246274547	0.433318500552961	0.56746624273889
ogre	2194.15415222922	0.053431287597597	0.106287872931076	0.613888275438651	0.727298634502477
N	65.086591836368	1.26805265949725	0.310551817001692	1.7221155063203e-05	6.74917327109354e-05
svr	3745.29277394614	0.0228363292751163	0.124620284348662	0.850443722404371	0.902974376000704
yl	0.366279147387944	0.117930263148071	0.974484287806873	0.787939227409675	0.866362448858213
fs(1)N	4.52331788059525	2.05929111359625	1.33146758459782	0.0183868069914089	0.039623321265853
Pgd	1347.62309863617	-0.439560174990286	0.0936968007511409	2.39798861879886e-06	1.05630407753702e-05
wapl	513.298764683114	0.0281522483365781	0.205692687906109	0.890245061722929	0.9334438384885
fs(1)h	1849.98312123576	0.262362558137747	0.178949510527659	0.137029811335523	0.224039538165135
mys	1976.63637249178	-0.323991329691765	0.159606824131173	0.0391814885283488	0.0761253950872779
Mlc-c	2680.06215149195	0.716759745305117	0.0907307151759562	2.0812008456679e-15	2.36017032072551e-14
Xpac	79.1529175808384	-1.23391826552297	0.328136241880816	6.80908107125917e-05	0.000242488210087827
B-H2	15.7030989353676	-0.435925834690825	0.5004991010068	0.308054138302364	0.434756016898041
Bx42	475.545288275829	0.25886779208027	0.126708223564822	0.0394481894470934	0.0765505520945417
hop	726.055351409888	-0.640300325944412	0.161262118408792	5.51670137147964e-05	0.0001986757993918
Top1	2225.5142847938	-0.320406241036391	0.121552971422203	0.00782933776528238	0.0182494330709716
upd1	0.33208889546942	-0.163000412830368	0.988447620716683	0.549383755922739	NA
por	82.5374580082314	-0.203014521321189	0.220827935992992	0.344353410413795	0.476315833262681
phm	0.303784658190124	-0.160645045248826	0.987483337333864	0.569904736776721	NA
fs(1)M3	0.86031350395554	-0.394266748956279	1.05064981245247	0.298413726064234	0.423768692696901
Yp2	2.44598624238266	0.533354895530845	0.992615109965622	0.256647612560667	0.37580543267812
U2af50	900.273992329253	0.495359666188823	0.108816656615342	4.71738229596174e-06	1.97981477460441e-05
ewg	418.70013030883	-0.0523077295683594	0.179681243305444	0.765694277642	0.849649652983732
Cyp4d1	0.41570868879583	0.0143462564367889	0.942529712047395	0.971916027300655	0.982670526888769
betaCOP	10330.8217792123	-0.70888837257458	0.132344702483069	6.05422310510951e-08	3.31530915927058e-07
Cyp4g1	744.048299512709	-0.0419040741753255	0.689845543084292	0.92491545740097	0.95946448104077
Wnt5	33.7342819048612	-0.0154064220807607	0.347689510108017	0.960878828810267	0.982670526888769
Lcch3	0.376594152757122	-0.0136961543875976	0.975383304169773	0.973449573158846	0.982670526888769
Dsor1	486.114602647773	0.385686838778678	0.114195038159835	0.000672086946235084	0.00200497579669757
bys	491.83111769592	0.362134465999464	0.178918714378595	0.0396209391333874	0.07679258384762
ng4	0.105743697321372	-0.0122867394602244	0.975577366218874	0.97344693724025	NA
hep	800.389682290102	-0.315530361598575	0.137920045325247	0.0207684297947952	0.0442782923225033
CycD	433.658123706551	-0.313686231319844	0.144011472031879	0.0274718939252316	0.0561016071346683
Tbh	10.6212824139689	6.60094819522687	2.52569603640492	3.12117523235744e-06	1.35618456427705e-05
Cdc42	1252.06449787374	-0.0484499964004431	0.091630116851766	0.597791616284299	0.712802978701412
AP-1-2beta	1726.06590275688	-0.42174573962683	0.100698901507964	2.59462703586775e-05	9.9016912418915e-05
Cyp18a1	2.89390536264947	0.805629661899394	1.05942013937541	0.146905339582348	0.238721176821315
SrpRalpha	6617.99936506322	-0.910092319893638	0.0929225158205909	7.64353877178656e-23	1.38886573819167e-21
RpS19a	2206.35571773803	0.985589351943132	0.360107194701695	0.00316139678653871	0.00819287094979418
TH1	693.272508811852	-0.840725417367612	0.106715336525377	2.14890399380335e-15	2.41978696203631e-14
HLH3B	0.42831441303455	0.147860931297944	0.982122728794496	0.633583812372041	0.743833034876058
HLH4C	1.31153818535738	0.363547098716313	1.0343200472174	0.324313112543432	0.45369787135341
Obp19d	126.245804781122	5.24897433561128	1.38225566858948	5.83176937534101e-06	2.4095605248502e-05
Smyd3	183.968633465484	0.205840592470352	0.183425127186849	0.253673039532058	0.373158408658474
Cyp4d2	1718.29469424511	4.16122311142813	0.128690461000831	2.86084561021447e-230	1.52483071024431e-227
e(r)	731.360091021128	-0.828520863449244	0.135099915815725	5.65085285139047e-10	3.7648807122389e-09
Klp3A	89.994185613645	0.281512101681702	0.272425175326196	0.281212101805044	0.405462714865884
Moe	4916.87784786137	-0.244551809025011	0.0796965602683941	0.00175206656322313	0.00484050017417183
Sep1	351.738561519613	-0.706628849432424	0.154035397163641	3.26704042959709e-06	1.40808561911745e-05
Arp6	395.308389010166	0.421770282488185	0.141756483755236	0.00265000667121227	0.00703880509513027
Arp2	1186.6146038384	-0.416407452911323	0.100126856949027	3.54575325376511e-05	0.000132468678803047
PhKgamma	468.566372802644	-0.506304466465891	0.120348544888783	2.11231027819711e-05	8.1387569514149e-05
B-H1	7.25894420271448	-0.875163258802934	0.750072385827794	0.109174526634374	0.185122023423504
dhd	0	NA	NA	NA	NA
Gip	616.814592657649	-1.33757024950824	0.187076995309984	3.22063398126828e-13	2.99406612560929e-12
Pgcl	0.125531384252374	-0.0120453564673181	0.975552489775531	0.97344693724025	NA
Tis11	980.039526986953	0.224825914341147	0.184681626193645	0.215621313572623	0.327424957647317
bcn92	148.934155368724	0.148948821225674	0.210815363988245	0.470215415820731	0.600059417316319
pck	932.667571903966	0.192295587060417	0.113662291143091	0.0888471708809763	0.156288917754325
MAPk-Ak2	1763.78369160394	0.750899501441224	0.095180037224447	2.21843121287881e-15	2.48060944712813e-14
Rnp4F	664.077571220826	0.311570243919635	0.111622049169393	0.00495734040374464	0.0121390310958464
RpL7A	2175.09266719866	0.436005544170816	0.123283649601193	0.000364364226249876	0.00113570837772622
Spat	413.522378703872	-0.636585471748572	0.14618847826264	1.0293678039501e-05	4.14599274185443e-05
Sptr	279.667595941591	-0.646475822653622	0.150695872780282	1.37485154680823e-05	5.4550561373359e-05
bif	1149.0968583461	-0.896892551202468	0.125486140951747	5.33023176269169e-13	4.81527716866894e-12
mof	263.032472308804	-0.174594177139391	0.168008899069511	0.29036550791421	0.41417881102125
sun	108.002446705153	0.681201999624694	0.24854011356569	0.00453399394138834	0.0112750486971694
tilB	183.3865180557	4.96797735733698	0.302561704212448	4.71556954908325e-61	3.01607828359364e-59
Vps26	1384.83734438014	0.0897017172416317	0.103585401806421	0.38403232004369	0.519076652366746
Ahcy	1102.97231684874	-0.300977011096789	0.132279574937175	0.0210622924543863	0.0447350720476275
Cp7Fa	0.879576754635127	-0.202973843195313	0.989580120357909	0.590362262396841	0.707791934573965
Cp7Fb	0.570963672343395	0.156671314368011	0.973982087092442	0.740742133196075	0.832944213066472
Cp7Fc	0.914090752272622	0.515335679645597	1.11046752690392	0.198173937222941	0.307054385290196
Ost48	9928.53880714772	-0.350010949066822	0.100099366496962	0.000434482921906032	0.00134119342109603
CG14630	31.3107622738995	-0.272234549103247	0.401782218904953	0.459596043692716	0.589802627499721
Ag5r	0.606675580735202	-0.312206223221993	1.03196649549338	0.278536386590484	0.402694106833801
CkIalpha	2234.51338168841	-0.175284194220991	0.0972743657363653	0.0699304324859212	0.126922544318942
Cyp4ae1	40.2359520823352	-0.156514142822794	0.329692730681622	0.613002959290089	0.727145201709831
Rala	3411.21700400396	0.813086889410204	0.0859556585741508	1.69969474184046e-21	2.80186793010608e-20
RpL22	27183.6300390169	0.419969017238153	0.093131327762264	5.5541037188425e-06	2.31156866438765e-05
CG15865	6.48196794932187	-0.558495186036132	0.737356090633329	0.28223253605883	0.406138582210279
dod	486.503773121535	0.215858635686365	0.133276680171357	0.102710463550148	0.176595732491062
peng	505.597313780942	0.287722809024011	0.133499486564141	0.029644683444038	0.0594753435721666
tty	7.62525237949372	-0.700991713926738	0.69834840058823	0.181921002743899	0.285748215508344
SMC3	194.133575212224	0.055443949024456	0.167288062519923	0.73291663222427	0.829157547397623
NetA	320.241210354483	0.982665621044968	0.230365658032353	1.08622069147975e-05	4.35304983878725e-05
NetB	72.4358252235275	-2.37200597779696	0.314612088931674	7.65414992766828e-15	7.99933708126901e-14
Rab10	1418.31455745801	0.81327116476768	0.0979526290464195	6.05309903627782e-17	7.66413777214624e-16
Rab18	897.707378582519	0.8557813622608	0.157256938922071	3.43029431511848e-08	1.91784636708897e-07
Rbf	384.328349066851	-1.42912165929539	0.162110984125528	4.07973119156333e-19	5.77300015514138e-18
Spx	212.80992312183	-0.628004717832774	0.174586473698136	0.000249908799102374	0.000807281151039791
dah	3.17478201520934	4.36841638795097	2.69570508599105	0.00190674907658108	0.00517638671214455
Vsp37A	348.70951684749	-0.428310764037939	0.130157913186878	0.000886320713360643	0.0025909082644674
Tom40	322.814248017709	-0.705655534181836	0.167404882639461	1.86171991991829e-05	7.22546153385764e-05
stnA	8.36792286676056	1.1320787358471	0.972461418103723	0.0730469772936485	0.131385958034358
ari-1	969.741503797395	0.872233214782944	0.111749572642286	3.77473727663202e-15	4.07224429744785e-14
Ork1	475.988301719447	0.0537892906819552	0.19027615415121	0.773161306938573	0.85556050504829
ND-75	2210.5504577912	-0.244433156741044	0.0838039813557387	0.00332158481099136	0.00856160135058713
Ser7	65.3190405124772	4.0859577261386	0.481407730999743	6.69974987360409e-18	8.92741670657745e-17
Ran	2075.58842490784	-0.703219818776286	0.0842655016907831	5.00809231465317e-17	6.40635168890433e-16
pcm	570.8485481931	-0.359060818087653	0.138107182138605	0.00857031565278477	0.0197463036438081
mst	186.648506265349	1.05995581273689	0.203552257810037	9.78717006862568e-08	5.23400834104765e-07
Rpt6	1131.86545685846	-0.466000245306292	0.131035543084132	0.000327104922217748	0.00103531661119933
Sp1	0.446128717133603	-0.171347894741151	0.992080578051787	0.478030183150393	0.607607522144259
Dredd	375.54929450505	-1.72377086550421	0.153318247179695	6.40483820253632e-30	1.506078865567e-28
Ag5r2	0.753188305514244	-0.0144921847967502	0.975271929367942	0.97320759445392	0.982670526888769
Paics	464.064762388168	-0.571559714252762	0.136004380253413	2.19048256466395e-05	8.41966735792705e-05
Trxr-1	3015.79617347588	0.560810239611948	0.0790387646558179	1.10330487037062e-12	9.74687562277692e-12
C901	3.93253383255384	5.51114376231282	2.58176558256191	0.000155536925379015	0.000525800303765423
sdk	610.968369413724	-1.16150866243121	0.154197579922974	2.06144361201452e-14	2.09952123287338e-13
scu	587.746260725575	-0.848629099451675	0.169512859419776	3.52979933120555e-07	1.77488966370996e-06
org-1	13.4232160232036	4.71771062416923	1.36586948062738	4.05614159337736e-05	0.000149441714465678
Tsf1	245.846566154175	-0.886668091589197	0.48653880824013	0.0362010281302072	0.0711998080937286
Ac13E	937.902630366553	1.9690358892583	0.165804010704087	2.98656286827901e-33	9.01040382335499e-32
Taf8	164.188117555396	-0.127560710509264	0.183146217211963	0.477271575336185	0.607125894162736
Pp2C1	567.858571847434	0.135364877148428	0.148092251538409	0.356339295349904	0.489415239595705
Peritrophin-A	333.418340342746	0.264508937980948	0.163400998040916	0.1007922911253	0.173858547475032
Hira	191.730690092221	-0.458435595836984	0.204206385794041	0.0214079597363866	0.0452197194431733
Cbp80	772.80454608607	-0.247507845374835	0.123035414559511	0.0424975142865252	0.0817731953599925
a6	236.513200074332	-0.536498842237406	0.173534154201725	0.00164828262737326	0.00457570125203099
AMPKalpha	1129.27756715688	0.313134877598512	0.0969412695441514	0.00118528725909764	0.00340264690717618
Pp4-19C	378.099960888019	-0.450715239527147	0.128502765614461	0.000382909645870154	0.00118657465842321
Mnt	1099.05825033496	-0.153913208575311	0.162131376917626	0.346029714980329	0.477395611953017
Parg	351.588451556523	0.774209355359279	0.127412642477672	8.48790104869274e-10	5.58524846784349e-09
Rbcn-3A	3020.68669465553	-0.200887961132602	0.166221209877201	0.211958352661162	0.323707168963894
Es2	151.435273189299	0.207399776381637	0.185238676175099	0.254499164741918	0.374008538981422
D2hgdh	1029.20624659352	0.849161670870896	0.128328161414242	2.53395222014259e-11	1.97648273171122e-10
Ocrl	365.343793836726	-0.0392806466871779	0.132054765242601	0.763295066462976	0.848221274392296
mip130	412.553546489377	-0.728277787774727	0.127218849342421	7.44751655849369e-09	4.4434996182953e-08
Rbcn-3B	1005.72338124707	0.0165767556498191	0.146985478987193	0.910485479155265	0.948254624307071
Edem1	2747.26296257828	-1.89259847677162	0.121642928362898	3.04802929926416e-55	1.57219317726561e-53
eIF2Bepsilon	662.686651666839	-0.33040311051814	0.120665860916995	0.00574972465826659	0.0139089405878491
CG14803	164.252155924204	0.12615678651543	0.18717728057511	0.492743766693006	0.622351724282873
CG14805	286.851649525232	-0.82749498431584	0.163670991278188	2.80854746718212e-07	1.43478191694064e-06
CG14814	38.6868034608332	0.297502596613105	0.320360415752645	0.325464384433866	0.454513144724674
Pex5	531.860712790549	-0.439046298771676	0.120084908646735	0.000223411756329558	0.000730542736954935
Pgam5	489.451127937626	-0.416378489577889	0.145425057968622	0.0037148108577999	0.00947365639812127
trr	550.564564587318	0.00344859727435825	0.180427130827062	0.987287206993193	0.991005802876407
mRpL16	181.836113888164	-0.917850810197485	0.182487747691741	2.90661830108434e-07	1.47545481378853e-06
CG3857	151.246460701925	-0.145524811682143	0.212417252412348	0.481779788868008	0.610916639492422
CG3587	185.376461415509	0.435318631202012	0.186645194131754	0.0174632479838909	0.0378370372984303
CG11596	347.947928944878	-0.0376436777038708	0.156106729685043	0.806059262489017	0.880388497759521
Or2a	3.87894757562584	0.813845431445175	1.00271579520193	0.153554994719221	0.248516636190319
CG3078	0.774280647526865	0.531523542253728	1.13221534491883	0.165119854932095	0.265086996020501
CG3191	467.507564609704	2.8479745545967	0.156195557963095	3.62552214606322e-75	3.8648066077034e-73
CG2865	954.441290925541	-0.660991408195842	0.143557729798181	3.14601196758295e-06	1.36327185261928e-05
CG2924	524.525122703226	-0.298897333288689	0.127221499578759	0.0176877998864226	0.0382199892140402
CG2918	32306.0935271739	-1.49260299200655	0.128590476545916	1.21400704916798e-31	3.13096334132192e-30
CG3740	459.449527482025	-0.782110386976163	0.166414514822657	1.76027692200083e-06	7.88426554139866e-06
CG32809	196.339526844853	0.0808758846780454	0.219389358439708	0.706518047590293	0.808098968595765
CG17778	28.7245550332852	4.35916216207174	0.781721564798095	9.84435270194588e-09	5.76597801113973e-08
arg	7.21287334791936	2.18375015461327	1.0084421148904	0.00405996850754726	0.0102557498318611
CG3156	72.6808955297532	0.0590898847054133	0.273699092904788	0.823556268376841	0.89129629486657
CG17896	908.659271374533	-0.86668955354944	0.14930415159798	3.96711015619616e-09	2.43977274606064e-08
CG3630	40.9286362946102	-1.83328506530322	0.404759193177276	1.30115817466735e-06	5.930828342204e-06
Cyp4d14	5.75121240468062	-0.419265738293744	0.72046946761183	0.408038669156707	0.5432588109755
Nmd3	532.48887108479	0.281904106977031	0.114405069848879	0.0131400242799765	0.0292630902836803
PIG-K	533.376113589863	-0.471147787579804	0.113929682555072	3.09044595068459e-05	0.000116355061174175
FarO	4.98956071771193	-1.32903303087701	0.968032053675728	0.0427752436305842	0.0822086713525291
unc-4	0.211487394642744	-0.0130709961491154	0.975469631652219	0.97344826127136	NA
Fim	667.353597557842	-0.121764492565297	0.135234782792104	0.363055722926488	0.496600599623143
brk	134.752754764969	-0.330253121624895	0.202653428249649	0.0951051194302839	0.165656956393272
bbx	1353.82937500815	-0.202807838181239	0.122885603165741	0.0952289100491464	0.165692086146447
MTPAP	122.975995747369	-0.212758622022375	0.192849127948944	0.259614169869649	0.378072001476838
