Dsim\spz-PE	1116	FBgn0067488	FBtr0353515
Dsim\pho-PC	1593	FBgn0067492	FBtr0349378
Dsim\pan-PN	3321	FBgn0067493	FBtr0365542
Dsim\nec-PB	1425	FBgn0067495	FBtr0353575
Dsim\key-PB	1368	FBgn0067496	FBtr0352995
Dsim\ird5-PB	2202	FBgn0067497	FBtr0364230
Dsim\imd-PA	822	FBgn0067498	FBtr0225303
Dsim\dl-PB	3021	FBgn0067500	FBtr0351002
Dsim\cact-PB	1503	FBgn0067503	FBtr0352645
Dsim\bap-PA	1149	FBgn0067504	FBtr0219333
Dsim\TpnC47D-PB	474	FBgn0067505	FBtr0359691
Dsim\Thor-PA	354	FBgn0067508	FBtr0223147
Dsim\Tep1-PA	4080	FBgn0067509	FBtr0221843
Dsim\Tak1-PC	2043	FBgn0067510	FBtr0359884
Dsim\RhoGAP1A-PC	4224	FBgn0067513	FBtr0364895
Dsim\PGRP-SD-PA	561	FBgn0067514	FBtr0213939
Dsim\PGRP-SA-PA	609	FBgn0067516	FBtr0216940
Dsim\PGRP-LA-PA	1107	FBgn0067517	FBtr0214075
Dsim\Mvl-PB	1920	FBgn0067519	FBtr0357935
Dsim\Lectin-galC1-PA	561	FBgn0067520	FBtr0224110
Dsim\Hsp68-PB	1911	FBgn0067521	FBtr0358841
Dsim\GNBP1-PA	1479	FBgn0067523	FBtr0214671
Dsim\Dredd-PB	1491	FBgn0067524	FBtr0356653
Dsim\Dif-PB	2964	FBgn0067525	FBtr0359241
Dsim\GD16500-PB	2634	FBgn0067526	FBtr0349193
Dsim\Sr-CIV-PB	1212	FBgn0067527	FBtr0353859
Dsim\GD16488-PC	1290	FBgn0067529	FBtr0354285
Dsim\GD18001-PA	1245	FBgn0067531	FBtr0217911
Dsim\wapl-PB	5214	FBgn0068582	FBtr0358507
Dsim\sws-PC	4410	FBgn0068584	FBtr0349067
Dsim\shi-PI	2652	FBgn0068585	FBtr0354797
Dsim\sbr-PB	2022	FBgn0068586	FBtr0351871
Dsim\mmd-PI	4446	FBgn0068590	FBtr0359864
Dsim\hop-PB	3534	FBgn0068592	FBtr0357820
Dsim\GD17182-PA	1317	FBgn0068599	FBtr0217092
Dsim\GD17138-PB	2070	FBgn0068607	FBtr0349383
Dsim\GD15892-PB	3642	FBgn0068611	FBtr0363098
Dsim\GD16017-PA	3123	FBgn0068618	FBtr0215927
Dsim\GD16657-PC	5295	FBgn0068632	FBtr0359797
Dsim\Tbh-PB	1971	FBgn0068641	FBtr0353601
Dsim\Ptp10D-PB	5970	FBgn0068643	FBtr0351422
Dsim\GD16842-PB	645	FBgn0068644	FBtr0357498
Dsim\PGRP-SC2-PA	555	FBgn0068645	FBtr0210505
Dsim\PGRP-SB2-PA	549	FBgn0068647	FBtr0214569
Dsim\PGRP-SB1-PA	573	FBgn0068648	FBtr0212355
Dsim\Mct1-PB	1881	FBgn0068654	FBtr0355389
Dsim\Lim1-PB	1521	FBgn0068655	FBtr0357097
Dsim\Imp-PH	1917	FBgn0068656	FBtr0356012
Dsim\HDAC6-PB	3561	FBgn0068659	FBtr0352276
Dsim\EG:30B8.6-PB	2223	FBgn0068662	FBtr0359314
Dsim\Cyp6a26-PA	1521	FBgn0068665	FBtr0210210
Dsim\Cyp4g15-PA	1734	FBgn0068666	FBtr0216937
Dsim\Crag-PB	5010	FBgn0068668	FBtr0356414
Dsim\GD15785-PA	675	FBgn0068670	FBtr0215695
Dsim\GD15405-PA	1485	FBgn0068671	FBtr0215315
Dsim\GD17377-PC	684	FBgn0068672	FBtr0364990
Dsim\GD17454-PA	1434	FBgn0068673	FBtr0217364
Dsim\GD17193-PB	1392	FBgn0068674	FBtr0362043
Dsim\GD24700-PB	1479	FBgn0068686	FBtr0354838
Dsim\GD16650-PE	4485	FBgn0068687	FBtr0354137
Dsim\GD17083-PB	1413	FBgn0068689	FBtr0362529
Dsim\GD16870-PA	3360	FBgn0068694	FBtr0216780
Dsim\GD24583-PA	912	FBgn0068696	FBtr0224493
Dsim\GD17174-PC	480	FBgn0068697	FBtr0362049
Dsim\GD15836-PD	2046	FBgn0068698	FBtr0356544
Dsim\BCL7-like-PB	465	FBgn0068703	FBtr0353560
Dsim\Axn-PB	2196	FBgn0068704	FBtr0350157
Dsim\unc-13-PB	9615	FBgn0069472	FBtr0349541
Dsim\ort-PA	1458	FBgn0069480	FBtr0219217
Dsim\ms(3)K81-PA	552	FBgn0069483	FBtr0221221
Dsim\lectin-30A-PA	672	FBgn0069486	FBtr0222271
Dsim\lectin-29Ca-PA	708	FBgn0069487	FBtr0222317
Dsim\Rad23-PA	1245	FBgn0069498	FBtr0224312
Dsim\Pros28.1B-PA	734	FBgn0069499	FBtr0224856
Dsim\Pros28.1A-PA	756	FBgn0069500	FBtr0219947
Dsim\GD18296-PA	606	FBgn0069515	FBtr0218206
Dsim\GD18777-PA	1338	FBgn0069516	FBtr0218687
Dsim\Acyp-PA	363	FBgn0069519	FBtr0223848
Dsim\Acp53C14c-PA	375	FBgn0069520	FBtr0225427
Dsim\Acp53C14b-PA	399	FBgn0069521	FBtr0225429
Dsim\Acp53C14a-PA	411	FBgn0069522	FBtr0225430
Dsim\pav-PB	2664	FBgn0082400	FBtr0361022
Dsim\mitch-PA	669	FBgn0082402	FBtr0218774
Dsim\ppk6-PA	1497	FBgn0082717	FBtr0225205
Dsim\m6-PB	213	FBgn0082719	FBtr0356419
Dsim\m4-PA	456	FBgn0082720	FBtr0218064
Dsim\m1-PA	471	FBgn0082722	FBtr0221170
Dsim\malpha-PA	423	FBgn0082723	FBtr0221169
Dsim\HLHm7-PA	561	FBgn0082734	FBtr0221173
Dsim\HLHm5-PA	537	FBgn0082735	FBtr0218063
Dsim\HLHm3-PA	675	FBgn0082736	FBtr0221171
Dsim\HLHmgamma-PA	618	FBgn0082737	FBtr0221168
Dsim\HLHmdelta-PA	522	FBgn0082738	FBtr0221167
Dsim\HLHmbeta-PA	588	FBgn0082739	FBtr0218067
Dsim\E(spl)-PA	540	FBgn0082740	FBtr0221174
Dsim\CkIIbeta2-PA	660	FBgn0082742	FBtr0211415
Dsim\GD25294-PA	1398	FBgn0082743	FBtr0225204
Dsim\GD25287-PB	1125	FBgn0082745	FBtr0359088
Dsim\GD25285-PA	648	FBgn0082746	FBtr0225195
Dsim\GD25286-PB	4347	FBgn0082750	FBtr0359880
Dsim\GD25297-PA	654	FBgn0082752	FBtr0225207
Dsim\GD11503-PB	1278	FBgn0082753	FBtr0365114
Dsim\GD25296-PB	1707	FBgn0082754	FBtr0362937
Dsim\GD11497-PA	1137	FBgn0082755	FBtr0211407
Dsim\GD11499-PA	2649	FBgn0082756	FBtr0211409
Dsim\GD11498-PA	2298	FBgn0082757	FBtr0211408
Dsim\GD25290-PA	1764	FBgn0082758	FBtr0225200
Dsim\Ate1-PB	1437	FBgn0082760	FBtr0353124
Dsim\tok-PA	4395	FBgn0083414	FBtr0221034
Dsim\rut-PB	6627	FBgn0083415	FBtr0352169
Dsim\mRpS11-PA	603	FBgn0083416	FBtr0219046
Dsim\lic-PA	1005	FBgn0083417	FBtr0224713
Dsim\chic-PB	381	FBgn0083419	FBtr0350962
Dsim\Sap-r-PA	2856	FBgn0083425	FBtr0216684
Dsim\Rlb1-PA	1407	FBgn0083426	FBtr0218528
Dsim\Hf-PA	645	FBgn0083428	FBtr0221634
Dsim\ImpL2-PA	801	FBgn0083431	FBtr0213186
Dsim\Hrb27C-PA	1266	FBgn0083432	FBtr0223349
Dsim\Hk-PB	2667	FBgn0083434	FBtr0348458
Dsim\Fas2-PE	2667	FBgn0083435	FBtr0352461
Dsim\ERp60-PA	1470	FBgn0083436	FBtr0225787
Dsim\Cp16-PB	417	FBgn0083437	FBtr0351073
Dsim\GD17354-PB	6774	FBgn0083440	FBtr0365130
Dsim\GD14730-PB	1995	FBgn0083441	FBtr0353252
Dsim\GD22186-PA	999	FBgn0083442	FBtr0222096
Dsim\GD16059-PA	657	FBgn0083446	FBtr0215969
Dsim\GD18362-PA	246	FBgn0083454	FBtr0218272
Dsim\GD20903-PB	654	FBgn0083455	FBtr0355593
Dsim\GD19887-PA	558	FBgn0083456	FBtr0219797
Dsim\GD13807-PA	1752	FBgn0083458	FBtr0213717
Dsim\GD22299-PA	594	FBgn0083459	FBtr0222209
Dsim\GD10684-PB	969	FBgn0083461	FBtr0356040
Dsim\GD18799-PA	2136	FBgn0083463	FBtr0218709
Dsim\GD21558-PA	1791	FBgn0083464	FBtr0221468
Dsim\GD17470-PB	6297	FBgn0083467	FBtr0353929
Dsim\GD21426-PA	1095	FBgn0083468	FBtr0221336
Dsim\CAH1-PA	813	FBgn0083469	FBtr0223834
Dsim\Atg9-PA	2538	FBgn0083470	FBtr0211093
Dsim\Atg5-PA	810	FBgn0083471	FBtr0216067
Dsim\AlstR-PA	1578	FBgn0083472	FBtr0216742
Dsim\Acp54A1-PA	579	FBgn0083473	FBtr0211162
Dsim\Acp24A4-PB	237	FBgn0083474	FBtr0351362
Dsim\GD21428-PA	2625	FBgn0084053	FBtr0221338
Dsim\GD16908-PA	2064	FBgn0084063	FBtr0216818
Dsim\GD11609-PB	2565	FBgn0084073	FBtr0350195
Dsim\GD19598-PA	552	FBgn0084076	FBtr0219508
Dsim\GD22095-PB	2643	FBgn0084078	FBtr0357232
Dsim\Mcm3-PA	2469	FBgn0084108	FBtr0216632
Dsim\GD25724-PA	2682	FBgn0084111	FBtr0225634
Dsim\GD14532-PB	4041	FBgn0084138	FBtr0357724
Dsim\GD23074-PA	549	FBgn0084168	FBtr0222984
Dsim\GD13707-PA	5718	FBgn0084221	FBtr0213617
Dsim\r2d2-PA	936	FBgn0084228	FBtr0223399
Dsim\beta4GalT7-PB	969	FBgn0084229	FBtr0350883
Dsim\dro3-PA	276	FBgn0084247	FBtr0213662
Dsim\Rh50-PA	1383	FBgn0084321	FBtr0213779
Dsim\Catsup-PB	1338	FBgn0084332	FBtr0354803
Dsim\GD19270-PB	537	FBgn0084335	FBtr0356589
Dsim\dro1-PA	213	FBgn0084346	FBtr0213241
Dsim\aly-PA	1707	FBgn0084450	FBtr0213272
Dsim\AGO2-PD	3300	FBgn0084451	FBtr0354095
Dsim\bam-PA	1329	FBgn0084466	FBtr0218132
Dsim\GD13634-PA	642	FBgn0084471	FBtr0213544
Dsim\GD24453-PB	3726	FBgn0084524	FBtr0359909
Dsim\AGO1-PC	2955	FBgn0084546	FBtr0352051
Dsim\Dcr-2-PB	5199	FBgn0084576	FBtr0352363
Dsim\dj-PA	780	FBgn0084596	FBtr0219814
Dsim\GD10785-PB	537	FBgn0084620	FBtr0350652
Dsim\Cyp28c1-PA	1518	FBgn0084635	FBtr0216961
Dsim\Fur2-PB	5046	FBgn0084645	FBtr0348168
Dsim\GD22528-PB	2643	FBgn0084648	FBtr0356939
Dsim\GD24033-PA	549	FBgn0084735	FBtr0223943
Dsim\CHKov2-PA	1230	FBgn0084777	FBtr0218113
Dsim\Dcr-1-PA	6750	FBgn0084784	FBtr0218339
Dsim\GD24188-PB	3117	FBgn0084788	FBtr0353998
Dsim\loqs-PA	1395	FBgn0084799	FBtr0223806
Dsim\oxt-PA	2631	FBgn0084802	FBtr0213311
Dsim\GD12242-PA	3171	FBgn0084820	FBtr0212152
Dsim\GD23986-PA	552	FBgn0084823	FBtr0223896
Dsim\GD24567-PA	567	FBgn0084862	FBtr0224477
Dsim\Drs-PA	213	FBgn0084867	FBtr0213670
Dsim\GD17014-PA	549	FBgn0084877	FBtr0216924
Dsim\GD10399-PA	549	FBgn0084900	FBtr0210309
Dsim\GD15629-PB	3066	FBgn0084925	FBtr0357348
Dsim\GD14130-PB	702	FBgn0084931	FBtr0362451
Dsim\GD24728-PB	4581	FBgn0084941	FBtr0348906
Dsim\GD11482-PA	4335	FBgn0084945	FBtr0211392
Dsim\GD17180-PA	2532	FBgn0084946	FBtr0217090
Dsim\GD10612-PB	2580	FBgn0084971	FBtr0358258
Dsim\GD12549-PC	1272	FBgn0085004	FBtr0354587
Dsim\GD19379-PB	538	FBgn0085026	FBtr0356931
Dsim\GD23783-PB	2685	FBgn0085048	FBtr0349118
Dsim\GD18309-PA	2910	FBgn0085065	FBtr0218219
Dsim\dro4-PA	216	FBgn0085095	FBtr0213663
Dsim\GD16131-PB	552	FBgn0085116	FBtr0348048
Dsim\GD22974-PA	2907	FBgn0085134	FBtr0222884
Dsim\GD14139-PA	549	FBgn0085140	FBtr0214049
Dsim\GD20877-PA	537	FBgn0085141	FBtr0220787
Dsim\GD13004-PB	540	FBgn0085149	FBtr0364020
Dsim\CoVb-PA	468	FBgn0085859	FBtr0223329
Dsim\ST6Gal-PC	1422	FBgn0085863	FBtr0354621
Dsim\GD16432-PB	2586	FBgn0085876	FBtr0354353
Dsim\GD16508-PA	2079	FBgn0085901	FBtr0216418
Dsim\l(1)1Bi-PB	3399	FBgn0085902	FBtr0352277
Dsim\Nup170-PA	2538	FBgn0085905	FBtr0222141
Dsim\GD24570-PA	1578	FBgn0085907	FBtr0224480
Dsim\CoVIa-PA	855	FBgn0085925	FBtr0212228
Dsim\GD24571-PA	576	FBgn0085929	FBtr0224481
Dsim\CoIV-PA	549	FBgn0085956	FBtr0224146
Dsim\CoVIb-PC	291	FBgn0085957	FBtr0355126
Dsim\CoVIII-PA	207	FBgn0085958	FBtr0212019
Dsim\GD16494-PC	4968	FBgn0085960	FBtr0359788
Dsim\Nup133-PB	3603	FBgn0085962	FBtr0349839
Dsim\CoVIIc-PB	201	FBgn0085963	FBtr0350281
Dsim\GD16158-PC	2967	FBgn0085967	FBtr0355211
Dsim\Nup75-PB	2007	FBgn0085969	FBtr0362228
Dsim\GD16898-PC	1641	FBgn0085973	FBtr0355603
Dsim\GD24290-PA	447	FBgn0085975	FBtr0224200
Dsim\dor-PB	3009	FBgn0085986	FBtr0347688
Dsim\GD23460-PB	1263	FBgn0085995	FBtr0365201
Dsim\Nup153-PB	5751	FBgn0086002	FBtr0358358
Dsim\GD10033-PC	1134	FBgn0181808	FBtr0355382
Dsim\GD10035-PB	585	FBgn0181810	FBtr0357836
Dsim\GD10036-PA	399	FBgn0181811	FBtr0209946
Dsim\GD10037-PB	1821	FBgn0181812	FBtr0358106
Dsim\GD10039-PA	1554	FBgn0181814	FBtr0209949
Dsim\GD10040-PD	2355	FBgn0181815	FBtr0356647
Dsim\GD10041-PB	3555	FBgn0181816	FBtr0350206
Dsim\GD10044-PC	3594	FBgn0181819	FBtr0356278
Dsim\GD10046-PA	762	FBgn0181821	FBtr0209956
Dsim\GD10047-PA	774	FBgn0181822	FBtr0209957
Dsim\GD10048-PA	657	FBgn0181823	FBtr0209958
Dsim\GD10049-PA	780	FBgn0181824	FBtr0209959
Dsim\GD10050-PB	3405	FBgn0181825	FBtr0348564
Dsim\GD10051-PA	1161	FBgn0181826	FBtr0209961
Dsim\GD10052-PB	705	FBgn0181827	FBtr0352718
Dsim\GD10053-PB	2763	FBgn0181828	FBtr0348847
Dsim\GD10054-PA	399	FBgn0181829	FBtr0209964
Dsim\GD10055-PA	2643	FBgn0181830	FBtr0209965
Dsim\GD10057-PA	3576	FBgn0181832	FBtr0209967
Dsim\GD10058-PC	2310	FBgn0181833	FBtr0361990
Dsim\GD10059-PB	942	FBgn0181834	FBtr0351204
Dsim\GD10061-PA	927	FBgn0181836	FBtr0209971
Dsim\GD10062-PA	1191	FBgn0181837	FBtr0209972
Dsim\GD10064-PA	5520	FBgn0181839	FBtr0209974
Dsim\GD10067-PA	429	FBgn0181842	FBtr0209977
Dsim\GD10068-PA	2256	FBgn0181843	FBtr0209978
Dsim\GD10070-PD	7533	FBgn0181845	FBtr0357251
Dsim\GD10071-PA	1119	FBgn0181846	FBtr0209981
Dsim\GD10073-PB	1554	FBgn0181848	FBtr0352480
Dsim\GD10075-PA	981	FBgn0181850	FBtr0209985
Dsim\GD10076-PA	1119	FBgn0181851	FBtr0209986
Dsim\GD10078-PA	1959	FBgn0181853	FBtr0209988
Dsim\GD10079-PA	567	FBgn0181854	FBtr0209989
