Dsim\GD13707-PA	5718	FBgn0084221	FBtr0213617
Dsim\GD13707-PB	5718	FBgn0084221	FBtr0364283
Dsim\r2d2-PA	936	FBgn0084228	FBtr0223399
Dsim\EG:EG0007.10-PA	567	FBgn0042859	FBtr0216581
Dsim\Dsor1-PB	1182	FBgn0063994	FBtr0355649
Dsim\Dsor1-PC	1191	FBgn0063994	FBtr0362540
Dsim\beta4GalT7-PB	969	FBgn0084229	FBtr0350883
Dsim\Top2-PB	4344	FBgn0015670	FBtr0360940
Dsim\GD17193-PB	1392	FBgn0068674	FBtr0362043
Dsim\sima-PA	4482	FBgn0025029	FBtr0221414
Dsim\sima-PB	2571	FBgn0025029	FBtr0361794
Dsim\sima-PC	4743	FBgn0025029	FBtr0363818
Dsim\sima-PD	1263	FBgn0025029	FBtr0364439
Dsim\pnt-PA	2157	FBgn0025031	FBtr0218299
Dsim\pnt-PB	1887	FBgn0025031	FBtr0354908
Dsim\pnt-PC	1911	FBgn0025031	FBtr0358419
Dsim\pnt-PD	1881	FBgn0025031	FBtr0360318
Dsim\ms(3)K81-PA	552	FBgn0069483	FBtr0221221
Dsim\dro3-PA	276	FBgn0084247	FBtr0213662
Dsim\imd-PA	822	FBgn0067498	FBtr0225303
Dsim\bap-PA	1149	FBgn0067504	FBtr0219333
Dsim\lic-PA	1005	FBgn0083417	FBtr0224713
Dsim\Tbh-PB	1971	FBgn0068641	FBtr0353601
Dsim\Tbh-PC	1971	FBgn0068641	FBtr0359036
Dsim\AP-50-PA	1314	FBgn0041673	FBtr0220862
Dsim\AP-50-PB	1314	FBgn0041673	FBtr0359980
Dsim\Ras64B-PB	579	FBgn0029247	FBtr0351242
Dsim\fzo-PB	4281	FBgn0041665	FBtr0350430
Dsim\sws-PB	3489	FBgn0068584	FBtr0348392
Dsim\sws-PC	4410	FBgn0068584	FBtr0349067
Dsim\sws-PD	4293	FBgn0068584	FBtr0352874
Dsim\sws-PE	3342	FBgn0068584	FBtr0355328
Dsim\sws-PF	4293	FBgn0068584	FBtr0359924
Dsim\GD19887-PA	558	FBgn0083456	FBtr0219797
Dsim\Acp53Ea-PA	363	FBgn0043401	FBtr0225428
Dsim\GD18799-PA	2136	FBgn0083463	FBtr0218709
Dsim\GD24700-PB	1479	FBgn0068686	FBtr0354838
Dsim\Hsp68-PB	1911	FBgn0067521	FBtr0358841
Dsim\Lim1-PB	1521	FBgn0068655	FBtr0357097
Dsim\RhoGAP1A-PB	2160	FBgn0067513	FBtr0348958
Dsim\RhoGAP1A-PC	4224	FBgn0067513	FBtr0364895
Dsim\CAH1-PA	813	FBgn0083469	FBtr0223834
Dsim\GD22005-PA	651	FBgn0042861	FBtr0221915
Dsim\GD24605-PA	783	FBgn0063996	FBtr0224515
Dsim\GD16624-PA	738	FBgn0063995	FBtr0216534
Dsim\Rel-PA	2919	FBgn0029245	FBtr0220732
Dsim\run-PA	1533	FBgn0016352	FBtr0217410
Dsim\run-PB	1524	FBgn0016352	FBtr0363341
Dsim\Syx4-PA	1002	FBgn0063990	FBtr0216264
Dsim\Syx4-PB	636	FBgn0063990	FBtr0352167
Dsim\Syx4-PC	1002	FBgn0063990	FBtr0353152
Dsim\Syx4-PD	774	FBgn0063990	FBtr0354161
Dsim\GNBP1-PA	1479	FBgn0067523	FBtr0214671
Dsim\GD14730-PB	1995	FBgn0083441	FBtr0353252
Dsim\hyd-PB	8652	FBgn0041664	FBtr0352603
Dsim\Acp62F-PA	354	FBgn0043400	FBtr0213615
Dsim\Rh50-PA	1383	FBgn0084321	FBtr0213779
Dsim\Hex-C-PA	1806	FBgn0021123	FBtr0211014
Dsim\Hex-C-PB	690	FBgn0021123	FBtr0348137
Dsim\Hex-C-PC	753	FBgn0021123	FBtr0356690
Dsim\Hex-C-PD	1506	FBgn0021123	FBtr0365336
Dsim\GD15785-PA	675	FBgn0068670	FBtr0215695
Dsim\GD15785-PB	246	FBgn0068670	FBtr0353936
Dsim\Mvl-PB	1920	FBgn0067519	FBtr0357935
Dsim\GD25287-PB	1125	FBgn0082745	FBtr0359088
Dsim\mus209-PA	783	FBgn0064355	FBtr0225202
Dsim\Catsup-PB	1338	FBgn0084332	FBtr0354803
Dsim\Acyp-PA	363	FBgn0069519	FBtr0223848
Dsim\Crag-PB	5010	FBgn0068668	FBtr0356414
Dsim\Crag-PC	4929	FBgn0068668	FBtr0365036
Dsim\Sos-PA	4788	FBgn0063991	FBtr0223837
Dsim\GD19270-PB	537	FBgn0084335	FBtr0356589
Dsim\GD19270-PC	537	FBgn0084335	FBtr0357784
Dsim\GD19270-PD	537	FBgn0084335	FBtr0360808
Dsim\Cyp4g15-PA	1734	FBgn0068666	FBtr0216937
Dsim\RNaseX25-PA	978	FBgn0045558	FBtr0213954
Dsim\GD22299-PA	594	FBgn0083459	FBtr0222209
Dsim\GD22299-PB	594	FBgn0083459	FBtr0354465
Dsim\GD17454-PA	1434	FBgn0068673	FBtr0217364
Dsim\dro1-PA	213	FBgn0084346	FBtr0213241
Dsim\Dif-PA	1989	FBgn0067525	FBtr0221782
Dsim\Dif-PB	2964	FBgn0067525	FBtr0359241
Dsim\Dif-PC	2964	FBgn0067525	FBtr0362192
Dsim\Dif-PD	1989	FBgn0067525	FBtr0363350
Dsim\EG:100G7.6-PB	2634	FBgn0063992	FBtr0356355
Dsim\EG:100G7.6-PC	1968	FBgn0063992	FBtr0357680
Dsim\EG:100G7.6-PD	1884	FBgn0063992	FBtr0359290
Dsim\EG:100G7.6-PE	1869	FBgn0063992	FBtr0359734
Dsim\sc-PA	1041	FBgn0012893	FBtr0216411
Dsim\Sox102F-PB	1923	FBgn0061239	FBtr0347806
Dsim\Sox102F-PC	1740	FBgn0061239	FBtr0351726
Dsim\Sox102F-PD	1740	FBgn0061239	FBtr0362177
Dsim\Sox102F-PE	1740	FBgn0061239	FBtr0362623
Dsim\pan-PB	2262	FBgn0067493	FBtr0347906
Dsim\pan-PC	2580	FBgn0067493	FBtr0348842
Dsim\pan-PD	2193	FBgn0067493	FBtr0349605
Dsim\pan-PE	2253	FBgn0067493	FBtr0351627
Dsim\pan-PF	1812	FBgn0067493	FBtr0351982
Dsim\pan-PG	2574	FBgn0067493	FBtr0357417
Dsim\pan-PH	1482	FBgn0067493	FBtr0358765
Dsim\pan-PI	3267	FBgn0067493	FBtr0360278
Dsim\pan-PJ	1374	FBgn0067493	FBtr0362072
Dsim\pan-PK	2253	FBgn0067493	FBtr0362963
Dsim\pan-PL	2574	FBgn0067493	FBtr0364158
Dsim\pan-PM	2334	FBgn0067493	FBtr0364784
Dsim\pan-PN	3321	FBgn0067493	FBtr0365542
Dsim\crm-PA	2928	FBgn0041270	FBtr0216265
Dsim\Idgf3-PA	1326	FBgn0044199	FBtr0223968
Dsim\rux-PA	1035	FBgn0046909	FBtr0216130
Dsim\bnb-PB	1353	FBgn0041666	FBtr0356578
Dsim\PGRP-SC2-PA	555	FBgn0068645	FBtr0210505
Dsim\m1-PA	471	FBgn0082722	FBtr0221170
Dsim\Acp26Aa-PA	768	FBgn0012820	FBtr0222536
Dsim\Acp26Ab-PA	273	FBgn0012821	FBtr0222537
Dsim\GD17083-PB	1413	FBgn0068689	FBtr0362529
Dsim\GD17182-PA	1317	FBgn0068599	FBtr0217092
Dsim\GD17182-PB	1317	FBgn0068599	FBtr0350116
Dsim\GD17182-PC	846	FBgn0068599	FBtr0352668
Dsim\GD17182-PD	1308	FBgn0068599	FBtr0353443
Dsim\GD17182-PE	1278	FBgn0068599	FBtr0357506
Dsim\alpha-Est6-PA	1707	FBgn0027804	FBtr0219384
Dsim\PGRP-SA-PA	609	FBgn0067516	FBtr0216940
Dsim\tin-PA	1248	FBgn0025027	FBtr0219331
Dsim\Pros28.1B-PA	734	FBgn0069499	FBtr0224856
Dsim\Acp76A-PA	1167	FBgn0043398	FBtr0212218
Dsim\Lsp1gamma-PA	2319	FBgn0016340	FBtr0213454
Dsim\nec-PB	1425	FBgn0067495	FBtr0353575
Dsim\GD14652-PA	264	FBgn0028445	FBtr0214562
Dsim\Gpdh-PA	1083	FBgn0012837	FBtr0223280
Dsim\Gpdh-PB	1062	FBgn0012837	FBtr0355881
Dsim\BG:DS07721.6-PA	4839	FBgn0042860	FBtr0221904
Dsim\BG:DS07721.6-PB	4809	FBgn0042860	FBtr0352889
Dsim\sbr-PB	2022	FBgn0068586	FBtr0351871
Dsim\sbr-PC	1743	FBgn0068586	FBtr0358941
Dsim\ci-PA	4209	FBgn0012866	FBtr0224738
Dsim\ci-PB	1728	FBgn0012866	FBtr0354964
Dsim\18w-PB	4173	FBgn0067532	FBtr0358126
Dsim\Hk-PB	2667	FBgn0083434	FBtr0348458
Dsim\GD22186-PA	999	FBgn0083442	FBtr0222096
Dsim\Hop-PA	1473	FBgn0066163	FBtr0222925
Dsim\Tl-PA	3351	FBgn0028769	FBtr0221217
Dsim\hop-PB	3534	FBgn0068592	FBtr0357820
Dsim\Pbprp3-PA	465	FBgn0041892	FBtr0219480
Dsim\Tehao-PA	2388	FBgn0028770	FBtr0223810
Dsim\Tehao-PB	1389	FBgn0028770	FBtr0365189
Dsim\CHIP-PA	870	FBgn0066168	FBtr0223614
Dsim\HLHmgamma-PA	618	FBgn0082737	FBtr0221168
Dsim\Cp16-PB	417	FBgn0083437	FBtr0351073
Dsim\TpnC47D-PA	468	FBgn0067505	FBtr0225838
Dsim\TpnC47D-PB	474	FBgn0067505	FBtr0359691
Dsim\GD21558-PA	1791	FBgn0083464	FBtr0221468
Dsim\aly-PA	1707	FBgn0084450	FBtr0213272
Dsim\AGO2-PB	2946	FBgn0084451	FBtr0349394
Dsim\AGO2-PC	3267	FBgn0084451	FBtr0349420
Dsim\AGO2-PD	3300	FBgn0084451	FBtr0354095
Dsim\AGO2-PE	2979	FBgn0084451	FBtr0360962
Dsim\Su(H)-PA	1785	FBgn0027417	FBtr0223900
Dsim\shi-PA	2493	FBgn0068585	FBtr0217160
Dsim\shi-PB	2505	FBgn0068585	FBtr0349739
Dsim\shi-PC	2646	FBgn0068585	FBtr0350808
Dsim\shi-PD	2511	FBgn0068585	FBtr0350974
Dsim\shi-PE	2634	FBgn0068585	FBtr0350989
Dsim\shi-PF	2493	FBgn0068585	FBtr0352100
Dsim\shi-PG	1842	FBgn0068585	FBtr0352749
Dsim\shi-PH	2493	FBgn0068585	FBtr0354343
Dsim\shi-PI	2652	FBgn0068585	FBtr0354797
Dsim\shi-PJ	2634	FBgn0068585	FBtr0354840
Dsim\shi-PK	2646	FBgn0068585	FBtr0354934
Dsim\shi-PL	2493	FBgn0068585	FBtr0358549
Dsim\shi-PM	2634	FBgn0068585	FBtr0359482
Dsim\shi-PN	2493	FBgn0068585	FBtr0359675
Dsim\shi-PO	2652	FBgn0068585	FBtr0361570
Dsim\shi-PP	2652	FBgn0068585	FBtr0363073
Dsim\shi-PQ	2652	FBgn0068585	FBtr0363693
Dsim\shi-PR	2652	FBgn0068585	FBtr0363972
Dsim\shi-PS	2652	FBgn0068585	FBtr0364846
Dsim\CoVa-PA	450	FBgn0067172	FBtr0218695
Dsim\Amyrel-PA	1482	FBgn0021128	FBtr0225436
Dsim\Src64B-PA	1659	FBgn0025035	FBtr0213155
Dsim\Src64B-PB	1659	FBgn0025035	FBtr0350021
Dsim\Src64B-PC	1659	FBgn0025035	FBtr0352518
Dsim\bam-PA	1329	FBgn0084466	FBtr0218132
Dsim\BG642287-PB	933	FBgn0045605	FBtr0357540
Dsim\GD13634-PA	642	FBgn0084471	FBtr0213544
Dsim\GD20903-PB	654	FBgn0083455	FBtr0355593
Dsim\GD23509-PA	1518	FBgn0045586	FBtr0223419
Dsim\anon-EST:fe1A3-PA	1455	FBgn0027802	FBtr0221512
Dsim\phl-PA	2220	FBgn0063982	FBtr0216517
Dsim\cact-PB	1503	FBgn0067503	FBtr0352645
Dsim\cact-PC	1503	FBgn0067503	FBtr0357084
Dsim\lectin-46Ca-PA	990	FBgn0045530	FBtr0210595
Dsim\Mlc1-PA	468	FBgn0012844	FBtr0217976
Dsim\Mlc1-PB	468	FBgn0012844	FBtr0348085
Dsim\twi-PB	1476	FBgn0016355	FBtr0353106
Dsim\twi-PC	1476	FBgn0016355	FBtr0354154
Dsim\r-PB	6675	FBgn0015169	FBtr0362999
Dsim\LanB2-PB	4920	FBgn0025036	FBtr0349189
Dsim\GD10684-PB	969	FBgn0083461	FBtr0356040
Dsim\GD21426-PA	1095	FBgn0083468	FBtr0221336
Dsim\Pros28.1A-PA	756	FBgn0069500	FBtr0219947
Dsim\GD24453-PB	3726	FBgn0084524	FBtr0359909
Dsim\T-cp1-PA	1674	FBgn0041667	FBtr0218363
Dsim\GD10957-PA	672	FBgn0064367	FBtr0210867
Dsim\ERp60-PA	1470	FBgn0083436	FBtr0225787
Dsim\sala-PA	429	FBgn0012892	FBtr0223688
Dsim\AGO1-PB	2778	FBgn0084546	FBtr0350150
Dsim\AGO1-PC	2955	FBgn0084546	FBtr0352051
Dsim\AGO1-PD	2880	FBgn0084546	FBtr0352858
Dsim\AGO1-PE	2853	FBgn0084546	FBtr0357494
Dsim\HLHmdelta-PA	522	FBgn0082738	FBtr0221167
Dsim\pho-PB	1473	FBgn0067492	FBtr0348004
Dsim\pho-PC	1593	FBgn0067492	FBtr0349378
Dsim\pho-PD	1593	FBgn0067492	FBtr0350228
Dsim\pho-PE	1590	FBgn0067492	FBtr0353481
Dsim\prod-PA	1041	FBgn0024778	FBtr0225255
Dsim\spz-PA	1053	FBgn0067488	FBtr0218008
Dsim\spz-PB	681	FBgn0067488	FBtr0349045
Dsim\spz-PC	1089	FBgn0067488	FBtr0349063
Dsim\spz-PD	759	FBgn0067488	FBtr0351271
Dsim\spz-PE	1116	FBgn0067488	FBtr0353515
Dsim\spz-PF	654	FBgn0067488	FBtr0353752
Dsim\spz-PG	1026	FBgn0067488	FBtr0356679
Dsim\spz-PH	978	FBgn0067488	FBtr0357620
Dsim\spz-PI	732	FBgn0067488	FBtr0358547
Dsim\spz-PJ	897	FBgn0067488	FBtr0358689
Dsim\spz-PK	870	FBgn0067488	FBtr0359462
Dsim\spz-PL	900	FBgn0067488	FBtr0361277
Dsim\spz-PM	1038	FBgn0067488	FBtr0361613
Dsim\spz-PN	810	FBgn0067488	FBtr0362297
Dsim\spz-PO	837	FBgn0067488	FBtr0364114
Dsim\Tpi-PA	1047	FBgn0025034	FBtr0217232
Dsim\Tpi-PB	744	FBgn0025034	FBtr0352644
Dsim\ref(2)P-PA	1800	FBgn0013883	FBtr0224132
Dsim\Dcr-2-PB	5199	FBgn0084576	FBtr0352363
Dsim\pav-PB	2664	FBgn0082400	FBtr0361022
Dsim\nos-PA	1158	FBgn0025032	FBtr0219184
Dsim\nos-PB	1215	FBgn0025032	FBtr0351812
Dsim\dj-PA	780	FBgn0084596	FBtr0219814
Dsim\GD17138-PB	2070	FBgn0068607	FBtr0349383
Dsim\GD17138-PC	2070	FBgn0068607	FBtr0352803
Dsim\GD17138-PD	1875	FBgn0068607	FBtr0356197
Dsim\HLHmbeta-PA	588	FBgn0082739	FBtr0218067
Dsim\Sr-CIII-PB	963	FBgn0044193	FBtr0365522
Dsim\GD11499-PA	2649	FBgn0082756	FBtr0211409
Dsim\GD11499-PB	2649	FBgn0082756	FBtr0355121
Dsim\GD11499-PC	2649	FBgn0082756	FBtr0358075
Dsim\Gel-PB	2223	FBgn0046913	FBtr0361238
Dsim\Gel-PC	2397	FBgn0046913	FBtr0362024
Dsim\GD10785-PB	537	FBgn0084620	FBtr0350652
Dsim\Sod-PA	462	FBgn0012854	FBtr0212732
Dsim\mei-218-PB	3759	FBgn0041663	FBtr0352110
Dsim\mei-218-PC	3852	FBgn0041663	FBtr0352925
Dsim\GD25294-PA	1398	FBgn0082743	FBtr0225204
Dsim\GD25294-PB	1398	FBgn0082743	FBtr0358914
Dsim\GD25294-PC	1398	FBgn0082743	FBtr0361983
Dsim\mira-PA	1389	FBgn0041661	FBtr0219998
Dsim\mira-PB	1233	FBgn0041661	FBtr0365090
Dsim\BcDNA:GH10711-PB	2043	FBgn0063997	FBtr0363370
Dsim\Cyp28c1-PA	1518	FBgn0084635	FBtr0216961
Dsim\Cyp28c1-PC	1518	FBgn0084635	FBtr0355087
Dsim\MtnA-PA	123	FBgn0012845	FBtr0220667
Dsim\tld-PA	3204	FBgn0041655	FBtr0221035
Dsim\Fur2-PB	5046	FBgn0084645	FBtr0348168
Dsim\Fur2-PC	5046	FBgn0084645	FBtr0348662
Dsim\Fur2-PD	5037	FBgn0084645	FBtr0350014
Dsim\Fur2-PE	4965	FBgn0084645	FBtr0350884
Dsim\Fur2-PF	5037	FBgn0084645	FBtr0359887
Dsim\Fur2-PG	5046	FBgn0084645	FBtr0359997
Dsim\Fur2-PH	4974	FBgn0084645	FBtr0363721
Dsim\Fur2-PI	5037	FBgn0084645	FBtr0363914
Dsim\Fur2-PJ	5046	FBgn0084645	FBtr0365298
Dsim\GD22528-PB	2643	FBgn0084648	FBtr0356939
Dsim\Os-E-PA	426	FBgn0067158	FBtr0219479
Dsim\Desat1-PA	1152	FBgn0027803	FBtr0218747
Dsim\Desat1-PB	651	FBgn0027803	FBtr0359433
Dsim\Desat1-PC	1152	FBgn0027803	FBtr0362956
Dsim\Desat1-PD	1152	FBgn0027803	FBtr0365563
Dsim\pit-PB	2043	FBgn0041658	FBtr0353109
Dsim\Acp53C14c-PA	375	FBgn0069520	FBtr0225427
Dsim\Acp53C14c-PB	375	FBgn0069520	FBtr0360297
Dsim\up-PA	1167	FBgn0018225	FBtr0215791
Dsim\up-PB	1125	FBgn0018225	FBtr0347994
Dsim\up-PC	1188	FBgn0018225	FBtr0348722
Dsim\up-PD	1185	FBgn0018225	FBtr0350439
Dsim\up-PE	1122	FBgn0018225	FBtr0351074
Dsim\up-PF	1188	FBgn0018225	FBtr0351178
Dsim\up-PG	1194	FBgn0018225	FBtr0352760
Dsim\up-PH	1161	FBgn0018225	FBtr0353815
Dsim\up-PI	1164	FBgn0018225	FBtr0353899
Dsim\up-PJ	1167	FBgn0018225	FBtr0354020
Dsim\up-PK	1125	FBgn0018225	FBtr0356091
Dsim\up-PL	1185	FBgn0018225	FBtr0356132
Dsim\up-PM	1167	FBgn0018225	FBtr0357252
Dsim\up-PN	1170	FBgn0018225	FBtr0357550
Dsim\up-PO	1122	FBgn0018225	FBtr0357652
Dsim\up-PP	1158	FBgn0018225	FBtr0358645
Dsim\up-PQ	1182	FBgn0018225	FBtr0360895
Dsim\up-PR	1170	FBgn0018225	FBtr0361705
Dsim\up-PS	1191	FBgn0018225	FBtr0362203
Dsim\up-PT	1194	FBgn0018225	FBtr0363829
Dsim\up-PU	1191	FBgn0018225	FBtr0365281
Dsim\up-PV	1191	FBgn0018225	FBtr0365332
Dsim\HDAC6-PB	3561	FBgn0068659	FBtr0352276
Dsim\en-PA	1668	FBgn0044189	FBtr0225808
Dsim\fru-PB	2571	FBgn0043395	FBtr0349405
Dsim\fru-PC	2619	FBgn0043395	FBtr0350128
Dsim\fru-PD	2874	FBgn0043395	FBtr0354475
Dsim\fru-PE	2571	FBgn0043395	FBtr0354890
Dsim\fru-PF	2571	FBgn0043395	FBtr0357659
Dsim\fru-PG	2604	FBgn0043395	FBtr0357791
Dsim\fru-PH	2652	FBgn0043395	FBtr0360396
Dsim\fru-PI	2601	FBgn0043395	FBtr0362239
Dsim\fru-PJ	2298	FBgn0043395	FBtr0362437
Dsim\fru-PK	2571	FBgn0043395	FBtr0365293
Dsim\BCL7-like-PB	465	FBgn0068703	FBtr0353560
Dsim\dy-PA	2100	FBgn0018282	FBtr0215881
Dsim\CkIIbeta2-PA	660	FBgn0082742	FBtr0211415
Dsim\Cyp4d1-PB	966	FBgn0024396	FBtr0358061
Dsim\Cyp4d1-PC	1512	FBgn0024396	FBtr0362133
Dsim\Cyp4d1-PD	1539	FBgn0024396	FBtr0363781
Dsim\m4-PA	456	FBgn0082720	FBtr0218064
Dsim\Osbp-PB	2355	FBgn0041668	FBtr0359847
Dsim\mRpS11-PA	603	FBgn0083416	FBtr0219046
Dsim\Men-PA	2280	FBgn0020700	FBtr0220454
Dsim\Men-PB	2268	FBgn0020700	FBtr0350366
Dsim\Acph-1-PB	1155	FBgn0018327	FBtr0361176
Dsim\Tak1-PB	783	FBgn0067510	FBtr0352354
Dsim\Tak1-PC	2043	FBgn0067510	FBtr0359884
Dsim\GD25290-PA	1764	FBgn0082758	FBtr0225200
Dsim\otu-PB	2448	FBgn0041659	FBtr0352604
Dsim\otu-PC	2574	FBgn0041659	FBtr0354440
Dsim\otu-PD	2574	FBgn0041659	FBtr0356065
Dsim\otu-PE	2448	FBgn0041659	FBtr0358445
Dsim\otu-PF	2574	FBgn0041659	FBtr0360704
Dsim\otu-PG	2574	FBgn0041659	FBtr0360888
Dsim\Hsf-PB	2148	FBgn0066162	FBtr0348339
Dsim\Hsf-PC	2076	FBgn0066162	FBtr0352338
Dsim\Hsf-PD	2130	FBgn0066162	FBtr0353304
Dsim\Hsf-PE	2202	FBgn0066162	FBtr0357981
Dsim\Hsf-PF	2202	FBgn0066162	FBtr0359699
Dsim\GD22660-PA	1017	FBgn0045644	FBtr0222570
Dsim\Su(P)-PA	1257	FBgn0028446	FBtr0212364
Dsim\Hmr-PB	4218	FBgn0066164	FBtr0359599
Dsim\Ate1-PB	1437	FBgn0082760	FBtr0353124
Dsim\Ate1-PC	1434	FBgn0082760	FBtr0365355
Dsim\lectin-30A-PA	672	FBgn0069486	FBtr0222271
Dsim\msi-PB	1857	FBgn0025033	FBtr0351420
Dsim\msi-PC	1866	FBgn0025033	FBtr0364876
Dsim\msi-PD	1905	FBgn0025033	FBtr0365411
Dsim\Fbp2-PA	771	FBgn0024781	FBtr0223512
Dsim\BG:BACR44L22.4-PA	723	FBgn0042864	FBtr0223925
Dsim\tra-PA	555	FBgn0012901	FBtr0212368
Dsim\tra-PB	111	FBgn0012901	FBtr0365042
Dsim\GD15405-PA	1485	FBgn0068671	FBtr0215315
