baseMean	log2FoldChange	lfcSE	pvalue	padj
csw	2769.51303192513	-0.454085015348066	0.114438340328049	7.24250072468148e-05	0.000291600947812635
cv	48.9180080272261	-0.29194377326316	0.280820453896321	0.275117583038296	0.388609919319288
dec-1	0.104009252141054	0.114964150160275	0.945324851633549	0.836378743702058	NA
disco	90.3776199600216	0.577398687907483	0.302799194469869	0.0439262655206753	0.0894859114325578
dnc	1222.74323816625	-0.516984640883134	0.129520619562816	5.49116070229213e-05	0.000226052712643845
dor	681.652347655401	0.423160175648412	0.107430014475591	7.33520747853988e-05	0.000294560425970685
dsh	274.646701341637	-0.431573125984255	0.150791649008065	0.00369662104746602	0.0100187573971959
dwg	237.168925922439	-0.213266593995731	0.151442406473173	0.153222285136218	0.251114300639912
dx	265.923110164282	0.391329211319062	0.151440548535676	0.00882572441562842	0.0216618580057184
eag	10.9490210975728	2.90244785255618	0.798100065184502	3.3312973268313e-05	0.000141950280537756
eas	809.446327587332	1.3817072555342	0.111221089460343	7.02761387642129e-36	2.20007340539393e-34
exd	2115.13485953032	-0.928205835046191	0.105834529421345	1.03318279696022e-18	1.48121720610932e-17
e(y)1	296.291883453384	-0.352001586098682	0.148102345776216	0.0158007232129239	0.0368363364872725
e(y)2	165.802720119645	0.672687550119486	0.245067476991411	0.00440821457566664	0.0117195860642507
Fas2	559.114733823417	0.622651992614615	0.170083075920939	0.000195406000993715	0.000706964163972545
Fcp3C	9.53547795105538	0.234022816988736	0.551794875774978	0.605496189009475	0.694712904966743
Actn	453.80454938469	-0.36456434596617	0.165078267351578	0.0247585952687552	0.054568513135446
fliI	577.195152862347	0.683931495158409	0.125327766482489	3.58413018089758e-08	2.30044171443384e-07
flw	1141.55582300765	-0.234860691209941	0.123672280259609	0.0565557014836688	0.11065873223973
fog	273.681634794493	1.15961388761922	0.23633406316386	4.10343511908189e-07	2.28067734517087e-06
gd	12.7783693343009	-1.29720375253403	1.1805709899659	0.0628937990445172	0.121357343061999
fs(1)K10	399.496170854471	-0.480927569276318	0.123038850118857	7.96773720274597e-05	0.000317467762831489
png	4.6492728206221	-0.851573547702493	0.918168732430182	0.127834282869019	0.215019506492407
fs(1)Ya	154.579554178108	-2.63695301598495	0.222335214746461	3.35382262759917e-33	9.52734057543912e-32
fs(1)Yb	16.2302005724302	-2.89722736451451	0.634409397165555	6.83973205883701e-07	3.66858355883076e-06
fu	111.183151860668	-0.717890130008219	0.241980183211521	0.0020885855528694	0.00602235007161966
fw	2.26365458431586	-0.545153329019406	0.890556453613572	0.273161965398264	0.386203184258928
g	698.660349685111	-0.111860806895534	0.118313798360639	0.329666570112381	0.444774422649422
Gbeta13F	976.801281104279	0.0822741787296775	0.113696828284455	0.467723212477294	0.580022156782675
Gs2	1253.45695151182	0.445906174632862	0.181189049033539	0.0121630081668977	0.029017192112008
Hex-A	1441.0391119647	-0.309749860604424	0.11701160608355	0.00732228888984814	0.0184439920476635
hfw	1344.68435089781	-0.0115844163093174	0.0852206499567707	0.8890155996923	0.921182628855827
Hmr	131.535597438834	0.336479569771703	0.232442955443538	0.135088099581503	0.225735451806128
Hsc70-3	41730.9516880066	0.258512712142605	0.120949746064838	0.0316207633038876	0.0671831730029967
if	636.59856162783	-0.0722051008985134	0.213620062750755	0.727825359587017	0.797991703954363
kz	177.037325589403	0.127844927513181	0.224755975855861	0.556939420255823	0.657694434697793
Mybbp1A	473.96432036047	-1.01455086685693	0.192505668474859	7.10925998250399e-08	4.31051573642732e-07
egh	1516.50099272739	-0.20755548581054	0.1188043070025	0.0779920050651913	0.14484229512107
l(1)10Bb	165.513980614062	-0.0298657881580375	0.220267148478568	0.887715344512845	0.921182628855827
Hlc	1975.90332016453	1.36392178918546	0.145372032640051	2.2929531869998e-21	3.74190445623159e-20
Grip91	94.9531902370368	0.184046028125083	0.223813526431135	0.398248392507325	0.512549058379031
dlg1	1269.43471372272	-0.183606797493061	0.116516153490352	0.111176962830935	0.193329408110555
l(1)sc	0	NA	NA	NA	NA
Lsp1alpha	3.71151644660107	-1.84898418601886	1.47304994439481	0.0254647934222593	0.0558841103143717
lz	0.108413509195903	-0.0126159670537212	0.945858906872656	0.976722226055492	NA
RpL36	5173.92997430206	0.0813823198467594	0.19139045728106	0.658865323489272	0.741311686274097
mal	193.13021882018	0.40349969867521	0.172529112965562	0.0174526114590575	0.0401986576249163
mei-218	75.745625292329	-0.0707342113560685	0.254664704839803	0.771744367006317	0.832528733465324
Met	234.271633124756	0.448751606152173	0.211298634096407	0.0292488954120698	0.062928198544341
mud	4.75423534969164	0.714336775474389	0.776440093173572	0.17989682755232	0.280164196411431
mus101	82.4716983017979	-0.795270082590386	0.238405781745912	0.000540908754958593	0.00180774298498144
Myb	461.817268715661	0.0734540646492051	0.124783352290852	0.558602835994357	0.658644696706644
na	0.227910701046031	-0.0134426196400699	0.945756251832003	0.976720774522817	NA
nod	19.5906561803173	2.23797974189202	0.589376731220956	2.28015335730852e-05	9.90865509946535e-05
otu	97.7978396075869	-3.79765585643829	0.341353540199691	1.32616060530725e-29	3.28117801377633e-28
pcx	630.994268082401	0.487752125620637	0.209791085013444	0.0160173662748629	0.0372282422206662
peb	4.46174380733427	-0.24677891705255	0.765545478787758	0.598212591772257	0.689450124551948
per	496.572526591888	-1.1423434184099	0.154089274554607	5.54579291840902e-14	5.99101854707003e-13
Raf	168.459298007097	-0.156261973761763	0.18431430799812	0.38324971456694	0.49738160926031
pn	160.706439826794	-0.452177516978712	0.174753113349281	0.00836927495157068	0.0207072060898539
PpV	458.283836823032	-0.256861253292479	0.130969401509239	0.0474117802712332	0.0955711838844569
CG2841	1006.27117617903	-0.221784214012902	0.110852677283907	0.0438026509374173	0.0893527480558485
r	874.047442170069	0.0520320575014152	0.156931476123636	0.738116394216731	0.806654297414467
ras	1427.90895291866	0.335943092136702	0.0925773874215156	0.000271342063826991	0.000963515569237508
rb	485.383382660589	0.0124338982022713	0.140540893026089	0.929417078345645	0.951794294113389
rdgB	146.92156451441	-0.778626926220713	0.202332620397702	7.83738299974573e-05	0.000313087122958593
RpII215	1093.06606738714	-0.0405876687597415	0.133643344976606	0.756898236019813	0.821132881226587
rst	33.6059603653808	-1.84252181835586	0.478802825114921	2.47721751194124e-05	0.000107043708825855
run	0.575487936630747	-0.15702892361132	0.94786116824304	0.746097858917865	NA
rut	344.677815716201	-0.772665054313799	0.171836717305277	4.6612685714564e-06	2.22753457589225e-05
rux	78.8775440390619	0.371000385345013	0.238616362736817	0.107888270642841	0.188927633751276
sbr	873.35965145753	0.268246822541076	0.0996423070872378	0.00667796866810335	0.0170166178353331
sd	1062.42411022181	0.190326730273376	0.150287700858201	0.20029413969634	0.301905153462034
sesB	3601.67415044479	-0.169346559260034	0.106884697114432	0.111970408071435	0.194301590476902
sev	182.510741236332	0.219936046435031	0.21060823063095	0.282824133186601	0.396537213200996
sgg	1988.03738465291	0.157216677512506	0.10275309943097	0.124320458243349	0.21026194371036
shf	11.5941823393153	0.673822678631853	0.569466325976352	0.148577911872664	0.244547764820458
shi	629.496067500232	-0.333908630656748	0.105246077650032	0.00144299049851932	0.00439195917604888
sisA	1.8638570422798	0.160624623140299	0.831968660638099	0.705329765076974	0.781210006951681
sl	401.59964640669	-0.338221488780943	0.132849115869564	0.0100093094756971	0.0243332499773681
slgA	867.791316261422	-0.423276253547867	0.126429171270361	0.000710288809996248	0.00230355821254597
sn	352.723217308389	-2.84995987851305	0.19542904491678	5.6706842605401e-49	2.41634157101903e-47
snf	557.799886121188	0.578711469177166	0.164192081544948	0.000342233339585463	0.00119314987028205
sog	310.076491459896	0.518688570536255	0.295209339778644	0.0668488927157866	0.1272285377494
sol	528.780831522732	-0.406813654577575	0.125299099984883	0.00096334547723803	0.00304068304955378
sqh	1465.34352469243	-0.496195349633997	0.0995164015783726	5.22852853716132e-07	2.87287491338727e-06
sta	16253.4425155549	0.321753731156759	0.133081470117872	0.0148328600629746	0.0346853770375047
su(sable)	2122.81367856435	-0.127119474632529	0.131497082404639	0.327700461077659	0.442511009941134
su(w[a])	28291.1850220727	0.382961689153815	0.118911582208382	0.00119980963683787	0.00368839275132124
swa	39.0394583670053	-5.42949038888666	0.885022495631413	6.6802237446433e-10	5.1494790071773e-09
sws	828.12933504151	-0.742568098276487	0.13118378603141	1.05084469786661e-08	7.00867724577124e-08
tko	214.681537850141	0.248149692897001	0.19260553370012	0.188643512078106	0.288934894156318
tsg	0	NA	NA	NA	NA
unc	0.6705686674296	-0.0968964129947678	0.913018623750504	0.703996304030927	0.780769631206027
usp	675.463726035717	0.113022471535986	0.133440152845134	0.392208251108223	0.507291279258021
v	2.70938163527807	-0.180670404225531	0.78811433326603	0.686853087368594	0.76683597963859
vap	401.855224735193	2.12606380220518	0.148971339361203	6.34221897693876e-47	2.49460613092925e-45
y	0.480603404898176	-0.0873950817541388	0.932584285507811	0.6605054760249	NA
Yp1	1.3153540311659	-0.380000567758578	0.948998205585097	0.332291898297659	0.447529211579112
Yp3	0.223629888079099	-0.0134394173941807	0.945758647144057	0.976720812797799	NA
z	443.728524327831	-0.0968495320120725	0.128862859865751	0.447244443862538	0.558691349254995
Zw	503.746100134956	-1.67899154314803	0.151295383921132	3.26611787967788e-29	7.9527378213109e-28
Prosalpha4	1113.25493386845	-0.0892919604651776	0.128416723210967	0.481906119122217	0.590938591627976
oc	0.54874697157889	0.135997283246065	0.942811255433991	0.802869693428381	NA
nullo	0.125531384252374	-0.119696438797605	0.947527287442515	0.791104341229174	NA
sc	0	NA	NA	NA	NA
nonA	703.661174341681	0.0783506263671974	0.129221748808451	0.539268203595299	0.643764532541003
mei-41	65.5472865658947	0.748142948738015	0.26954321248156	0.00369075032638673	0.0100187573971959
Ptp4E	304.636139415702	-0.654509178487423	0.165466746320799	5.75845848845286e-05	0.000235559341900978
Ptp10D	713.662556992629	-1.01531346151963	0.155426012269419	3.04855076824122e-11	2.67622676116449e-10
shtd	535.155552164451	-0.291702429894023	0.164605503232191	0.0713161239258974	0.13423182098445
Vinc	703.536840336318	-0.221378722123153	0.143661543719646	0.118381615857825	0.202449719872802
Cyp1	3740.94806053434	0.474631278653283	0.143491858079582	0.000812821751985995	0.00259764284905524
mew	450.201717751343	-0.0419889767405272	0.166294095897286	0.795813366064193	0.848351427062177
Fur2	278.285959064715	-2.37861963903769	0.183792204256493	4.09233288982409e-39	1.39503081177559e-37
Zw10	1220.41118084799	-0.160987825805257	0.0959453326289499	0.0898617722714298	0.162940849485075
ogre	2194.15415222922	-0.483738560059411	0.106022272186057	4.31315813057118e-06	2.09362065925291e-05
N	65.086591836368	-1.37715958655451	0.310202753561933	2.91740371870203e-06	1.44831627976987e-05
svr	3745.29277394614	-0.376372260546828	0.124522092509948	0.0024239548230753	0.00687309925803606
yl	0.366279147387944	-0.147851116301468	0.95569962921593	0.600237456538373	NA
fs(1)N	4.52331788059525	-2.59323342647622	1.33799664058071	0.0069719477716636	0.0177069004664437
Pgd	1347.62309863617	-0.127215123524044	0.0923818992679429	0.16611159328695	0.26658078544961
wapl	513.298764683114	-0.0382629674517719	0.205335348700385	0.847034451058935	0.886928906433042
fs(1)h	1849.98312123576	0.00158727635491824	0.178688778140941	0.988922094545625	0.99410648298361
mys	1976.63637249178	-0.315725951304296	0.158953108112513	0.044224974322923	0.0899749477604295
Mlc-c	2680.06215149195	-0.860226889082884	0.0906504589801124	1.46180695250826e-21	2.41119555392222e-20
Xpac	79.1529175808384	0.402785033499747	0.305320681256973	0.163129117487686	0.263688162514341
B-H2	15.7030989353676	1.16331373655573	0.577209901742087	0.0161503303576133	0.0374804943548848
Bx42	475.545288275829	-0.0475308291078399	0.127269335577101	0.709897320339184	0.78523764089823
hop	726.055351409888	0.197815351400267	0.159192974142548	0.210918206642213	0.315349443459215
Top1	2225.5142847938	-0.16611287375673	0.120935910769422	0.166135091844738	0.26658078544961
upd1	0.33208889546942	0.163012830586996	0.958768554157306	0.546575801665586	NA
por	82.5374580082314	0.540655284721501	0.226919261509476	0.0138708010662646	0.0327350905163844
phm	0.303784658190124	0.160442636241166	0.957783376558023	0.567051573459452	NA
fs(1)M3	0.86031350395554	-0.0205763481318873	0.880598663515777	0.933830016438936	0.954360589751717
Yp2	2.44598624238266	-0.862587928480571	1.2198444585014	0.103583920713158	0.183061905960812
U2af50	900.273992329253	0.517691367768983	0.111450598769895	2.88003434337849e-06	1.43440671517617e-05
ewg	418.70013030883	0.435562094910844	0.18155355424468	0.0144740890878783	0.0340019183167003
Cyp4d1	0.41570868879583	0.161065287350602	0.952238237208837	0.643286066034238	NA
betaCOP	10330.8217792123	0.146186410224196	0.131511893871648	0.276421824615017	0.389540960578554
Cyp4g1	744.048299512709	-0.875533871388616	0.870610206953819	0.112685374018286	0.1951008620136
Wnt5	33.7342819048612	-0.228832584757235	0.343713665938316	0.473124998247172	0.583888774988867
Lcch3	0.376594152757122	-0.158665826455521	0.959964815428049	0.4981081188451	NA
Dsor1	486.114602647773	-0.204490060366314	0.114728864206631	0.0723237100256265	0.135961484288371
bys	491.83111769592	-0.357634948933115	0.178784600723953	0.0413496945063695	0.0850273878991565
ng4	0.105743697321372	-0.115096714661752	0.946467570559783	0.791104341229174	NA
hep	800.389682290102	-0.00364677928032386	0.13684981600497	0.984322245708621	0.990781053095161
CycD	433.658123706551	0.175063775559714	0.143153587172963	0.217202260868834	0.322283145045979
Tbh	10.6212824139689	-6.92859804602453	2.69332490874954	1.72608614444581e-06	8.9756479511182e-06
Cdc42	1252.06449787374	-0.307556155135809	0.0908951905635146	0.000670198557742804	0.00218741401612226
AP-1-2beta	1726.06590275688	-0.200678530218804	0.099641536158479	0.0426780680941019	0.0874074184998029
Cyp18a1	2.89390536264947	-0.680097408923027	0.988580284480767	0.185118993089009	0.285974355889767
SrpRalpha	6617.99936506322	0.384866583886516	0.0924424741272704	2.81736124044288e-05	0.000121059723889058
RpS19a	2206.35571773803	0.687549423189819	0.354387947421239	0.0355428638747663	0.0742816800870457
TH1	693.272508811852	0.650043195172414	0.105734176919555	6.20002959313934e-10	4.80345727064432e-09
HLH3B	0.42831441303455	-0.143724124205062	0.954208907715174	0.639557817787944	NA
HLH4C	1.31153818535738	-0.485883827929389	1.10718919455811	0.108091822741671	0.189068250952935
Obp19d	126.245804781122	-3.63298421134315	1.46838539104165	0.000557532601401745	0.00185521694262533
Smyd3	183.968633465484	0.23996160544349	0.186318858569367	0.18933805555176	0.289287427506374
Cyp4d2	1718.29469424511	-4.44713250759666	0.128456755623724	2.05413913648894e-263	3.15104943537404e-260
e(r)	731.360091021128	1.05363693161879	0.135975126514514	5.15673340654621e-15	6.27811829019197e-14
Klp3A	89.994185613645	-0.275147017394933	0.271807756136744	0.289333358251581	0.402026604672033
Moe	4916.87784786137	0.0605143610748883	0.0794845965610478	0.44626095628206	0.558691349254995
Sep1	351.738561519613	0.493504966233608	0.152367155909922	0.00102648443382282	0.00321352473772287
Arp6	395.308389010166	-0.0997327363173759	0.142594532598087	0.477947684879827	0.587706012853103
Arp2	1186.6146038384	0.0876573033107362	0.0992924516967068	0.380320929819494	0.494836561783803
PhKgamma	468.566372802644	0.754844970391581	0.121750556928016	3.95432368024525e-10	3.14297022046436e-09
B-H1	7.25894420271448	1.91253003059599	0.958618913296085	0.00657045603529887	0.0167705150717944
dhd	0	NA	NA	NA	NA
Gip	616.814592657649	-0.0864044604786767	0.179689450153537	0.622518517738202	0.707994130524134
Pgcl	0.125531384252374	-0.119696438797605	0.947527287442515	0.791104341229174	NA
Tis11	980.039526986953	0.0786755721082529	0.184615817774274	0.6640700868183	0.746288288043423
bcn92	148.934155368724	0.0457135016467871	0.211689663881199	0.833602609016165	0.87465554188153
pck	932.667571903966	-0.29758573193215	0.113423526685501	0.00818585325434448	0.0203518620618548
MAPk-Ak2	1763.78369160394	-0.805728980661018	0.0951073894749255	1.69621575698795e-17	2.32320979573172e-16
Rnp4F	664.077571220826	-0.380461373949492	0.111372991057571	0.000559274863172616	0.00185698623399739
RpL7A	2175.09266719866	1.13052802966469	0.125719652218256	1.112082215048e-19	1.65624671639188e-18
Spat	413.522378703872	0.865389024875982	0.147582286294528	2.88890760213512e-09	2.08055599139684e-08
Sptr	279.667595941591	0.239964716328445	0.147201871338509	0.0988583553871787	0.176335717632479
bif	1149.0968583461	-0.0954205787441864	0.122694899243843	0.43262946443697	0.54576776188019
mof	263.032472308804	0.190376430188452	0.167898669508063	0.249618057924904	0.359206473599252
sun	108.002446705153	-0.128341108642979	0.248553065125636	0.591525416499073	0.684313717126379
tilB	183.3865180557	-4.43209589025162	0.30416117351888	1.18396571497059e-48	4.90865785612131e-47
Vps26	1384.83734438014	-0.474348466152309	0.103081586689712	3.65743041305784e-06	1.79823661975344e-05
Ahcy	1102.97231684874	0.72289034257508	0.133558675757303	4.4740891188466e-08	2.81280848701258e-07
Cp7Fa	0.879576754635127	-0.111769501038691	0.923436651110744	0.634919015951186	0.719856445283902
Cp7Fb	0.570963672343395	-0.256860663452634	0.983473532442373	0.344879676504311	NA
Cp7Fc	0.914090752272622	-0.492578284433321	1.07773723397158	0.194364192867939	0.294910654658178
Ost48	9928.53880714772	0.0903287568829665	0.0999253023722887	0.355094479140359	0.469177373816805
CG14630	31.3107622738995	-0.820042734017661	0.399243821256385	0.0235095941584429	0.052342115296156
Ag5r	0.606675580735202	0.307336815858903	1.00258514545342	0.276069657811345	NA
CkIalpha	2234.51338168841	-0.0257261776678603	0.0969848571631397	0.785184673867474	0.840525673211936
Cyp4ae1	40.2359520823352	1.59564718163957	0.38761815492893	1.01817323484211e-05	4.6073089741823e-05
Rala	3411.21700400396	-0.818680127958823	0.0860029784522268	1.16605733833545e-21	1.96563951319404e-20
RpL22	27183.6300390169	0.289856191747729	0.0933859381414317	0.00189098382311499	0.0055570290893839
CG15865	6.48196794932187	1.67807831824762	1.06709522664488	0.0172660413297399	0.0398287329320616
dod	486.503773121535	0.26366525622926	0.13504443096761	0.0486530543766978	0.0974331402269639
peng	505.597313780942	-0.000834343662998163	0.134221691961106	0.991634127574235	0.994876881425033
tty	7.62525237949372	-0.511578362532089	0.606704215197159	0.280921014609021	0.394522998558283
SMC3	194.133575212224	-0.0891016523179624	0.166799957125837	0.586301091634144	0.680407174739029
NetA	320.241210354483	-0.298907408188825	0.227932029417622	0.175477332050967	0.276936447907596
NetB	72.4358252235275	2.35414085655122	0.313943138237299	1.01693112187909e-14	1.20928088446708e-13
Rab10	1418.31455745801	-0.580479733354674	0.0981969357259185	2.57439407455477e-09	1.86279269356935e-08
Rab18	897.707378582519	-0.198422937974245	0.156931555207979	0.199042917396555	0.300523459927475
Rbf	384.328349066851	1.02940219814456	0.15927717022768	5.2662777636166e-11	4.48803893854881e-10
Spx	212.80992312183	0.830664508356395	0.176746347779717	1.67257612560217e-06	8.75676374291378e-06
dah	3.17478201520934	-3.18812801138162	2.84052229972347	0.00795402050565823	0.0198442792958238
Vsp37A	348.70951684749	0.368386212365571	0.129626492466774	0.00410942584072453	0.0110207329364885
Tom40	322.814248017709	0.536375847327779	0.165982264121242	0.00102042411552395	0.00320108505769682
stnA	8.36792286676056	-3.38487785050491	1.04332149281381	0.00012980778644566	0.000492908372099736
ari-1	969.741503797395	-0.704353531590496	0.111919613524579	2.23170839679935e-10	1.80181088457379e-09
Ork1	475.988301719447	-1.42573540958977	0.190359381313971	2.238507074477e-14	2.56258944197591e-13
ND-75	2210.5504577912	-0.0307123180450793	0.0833491776400006	0.710830334821187	0.78560067263379
Ser7	65.3190405124772	-4.80091461685381	0.47758037913568	3.55546917426224e-24	6.90391102951681e-23
Ran	2075.58842490784	0.252982199600558	0.0833667761139549	0.00232412132098779	0.00663911006777516
pcm	570.8485481931	-0.0138176001805913	0.136449387335353	0.925123593362321	0.949322536278238
mst	186.648506265349	-0.546872550787496	0.204141408072904	0.0058761465012047	0.0152521298356142
Rpt6	1131.86545685846	0.0351860196275365	0.129852316620042	0.786746288056436	0.841062205528105
Sp1	0.446128717133603	0.172296314268037	0.962508644445806	0.47540403845601	NA
Dredd	375.54929450505	1.39650277945393	0.150667332410138	6.84314272241689e-21	1.08220422022552e-19
Ag5r2	0.753188305514244	-0.176579327154165	0.967563270806752	0.342897700478139	0.456257867577157
Paics	464.064762388168	0.200587678060409	0.133867698809262	0.130812430287411	0.219547339235108
Trxr-1	3015.79617347588	-0.675446809616859	0.0789454383038133	9.0116876475036e-18	1.26825035332757e-16
C901	3.93253383255384	-2.69411906707392	2.60017243405321	0.011171261366377	0.0268180202441665
sdk	610.968369413724	1.25403452644274	0.154565878449565	2.01288936994e-16	2.68501938564171e-15
scu	587.746260725575	1.20361558303195	0.171323316381605	8.89840116986845e-13	8.47835241899267e-12
org-1	13.4232160232036	-5.7120870164141	1.37929224638436	1.63438399612014e-06	8.58611318509689e-06
Tsf1	245.846566154175	2.14967739686455	0.519461827049648	5.15403873491614e-06	2.44776947967844e-05
Ac13E	937.902630366553	-2.99011343300623	0.16451850873041	7.54702615040123e-75	6.43174339706416e-73
Taf8	164.188117555396	-0.236409887033575	0.180091563350252	0.180491218566232	0.280804796430629
Pp2C1	567.858571847434	-0.19673649534141	0.147823754104024	0.176936670135341	0.277810493334302
Peritrophin-A	333.418340342746	-0.0341321405825897	0.1639322981486	0.828296837136204	0.870279005593793
Hira	191.730690092221	0.626610414968125	0.205926801359662	0.00180263414490427	0.00532801691384036
Cbp80	772.80454608607	-0.319009490049558	0.121519963469545	0.00821002313275203	0.0203551084475693
a6	236.513200074332	0.365727567689695	0.171772587071588	0.0302725123846703	0.0644972694417837
AMPKalpha	1129.27756715688	0.183411686531726	0.0979297416296993	0.059122763023088	0.115240557150466
Pp4-19C	378.099960888019	0.492721316521381	0.128658175796129	0.000109789595867615	0.000421043100152304
Mnt	1099.05825033496	-0.599368578391058	0.161991531655943	0.000169717726213172	0.000631910174783996
Parg	351.588451556523	-0.338316791780126	0.128945777416497	0.00801754005533911	0.0199657572157308
Rbcn-3A	3020.68669465553	-0.12408261352673	0.165755572716719	0.448427762459769	0.559258689116493
Es2	151.435273189299	-0.372273079237368	0.184104868327803	0.0390316766388461	0.080584915160148
D2hgdh	1029.20624659352	-0.148661670198841	0.12867905117941	0.243413150739349	0.353929642875982
Ocrl	365.343793836726	0.0897554882821788	0.132126769856001	0.494239942851411	0.603633815552599
mip130	412.553546489377	0.388818791377148	0.124877223114911	0.00168160857578175	0.00502670106199172
Rbcn-3B	1005.72338124707	-0.112088451456962	0.146751421392457	0.439049746486349	0.552503946767891
Edem1	2747.26296257828	1.11287867417506	0.120455814919066	1.22613111532824e-20	1.91927054174849e-19
eIF2Bepsilon	662.686651666839	0.349365200624425	0.120629392707194	0.00321825653460472	0.00881572415014935
CG14803	164.252155924204	0.103397244368117	0.188510071855543	0.57838729362562	0.675739610374486
CG14805	286.851649525232	0.756119016158382	0.162978361407893	2.42062161170081e-06	1.22954753389041e-05
CG14814	38.6868034608332	-0.0911813354238042	0.320718656598437	0.763410148834848	0.825861190629518
Pex5	531.860712790549	0.518558974965167	0.120436021395965	1.39827732077148e-05	6.29019768347053e-05
Pgam5	489.451127937626	0.246580632235181	0.144434595731591	0.0843867040596934	0.155363439661288
trr	550.564564587318	-0.194970694593585	0.179899061156572	0.271449351391205	0.384845938109158
mRpL16	181.836113888164	1.03857673538341	0.183759984970689	8.24702397678476e-09	5.57309902219728e-08
CG3857	151.246460701925	-0.263443568041703	0.20941652719807	0.194892242128112	0.295419663462968
CG3587	185.376461415509	-0.152098509519026	0.187446144344984	0.40686541254975	0.520977915568712
CG11596	347.947928944878	-0.212492589138807	0.154943618152747	0.163957309641055	0.264399839616847
Or2a	3.87894757562584	-1.14647105410218	1.16796415625237	0.0695524838684977	0.131395948589009
CG3078	0.774280647526865	-0.322850821618943	0.983989043312447	0.441518489461728	0.555155215437943
CG3191	467.507564609704	-1.5773432314872	0.159598519651065	1.4086855969461e-23	2.66780704409298e-22
CG2865	954.441290925541	-0.373626441611559	0.140963030132952	0.00726871140878117	0.0183651913906674
CG2924	524.525122703226	0.0545713733966591	0.126015750663318	0.664751263887612	0.746506909812296
CG2918	32306.0935271739	0.398257006051074	0.127643175159382	0.00164283274191101	0.00492208091033494
CG3740	459.449527482025	0.42567589165177	0.164107984433072	0.0084117552566737	0.0207453899738544
CG32809	196.339526844853	-0.335854792349441	0.218427387061758	0.113875432502697	0.196495965645824
CG17778	28.7245550332852	-5.20562647253744	0.777694344782732	1.14590504430712e-11	1.04632043926614e-10
arg	7.21287334791936	-1.15839618018269	0.935450076864683	0.0592795105428153	0.115399453264821
CG3156	72.6808955297532	-0.138659583019268	0.272412047815248	0.593615929673592	0.685550095295348
CG17896	908.659271374533	1.18299343309817	0.15044294085867	2.23469347178382e-15	2.78700795586697e-14
CG3630	40.9286362946102	1.40584566906527	0.390457025210528	9.96960423843509e-05	0.000388156672633488
Cyp4d14	5.75121240468062	0.534872848402591	0.74627100476464	0.293847533352494	0.406458175079103
Nmd3	532.48887108479	0.595107946704446	0.118324666248381	4.05204336230814e-07	2.26030346101116e-06
PIG-K	533.376113589863	0.190252626637078	0.112424993789127	0.0885718818270929	0.161749127050905
FarO	4.98956071771193	0.116258648688103	0.634064671634235	0.808962207781209	0.856815580023319
unc-4	0.211487394642744	-0.14220858113685	0.953650835015892	0.639560456541124	NA
Fim	667.353597557842	-0.40329880682971	0.134007942888623	0.00232891748355953	0.00664044501817903
brk	134.752754764969	0.327369047774302	0.202341648243017	0.0975468148832135	0.17419885218958
bbx	1353.82937500815	-0.222797128030739	0.122181518811317	0.0654070941650452	0.125105339712194
MTPAP	122.975995747369	0.422891090213023	0.19543566592925	0.0268907578333111	0.0584120739278034
Tsp2A	36.6696227599265	-0.331631323609655	0.313505083382884	0.260570654834542	0.37182826466622
Naa30A	564.851459536843	-0.0256007276314585	0.116650197777201	0.805458130751648	0.85388581380306
