P_mel_1	P_mel_2	P_mel_3	F1_mel_1	F1_mel_2	F1_mel_3	P_sim_1	P_sim_2	P_sim_3	F1_sim_1	F1_sim_2	F1_sim_3
FBgn0035823	4	9	3	0	3	0	5	0	1	0	0	2
FBgn0035824	82	98	123	56	70	67	79	72	88	57	68	76
FBgn0035825	487	531	491	194	201	208	586	547	724	264	266	277
FBgn0035827	479	545	665	241	199	180	664	487	752	273	274	265
FBgn0035829	102	122	174	63	64	62	195	130	155	67	54	49
FBgn0035830	1048	1218	1255	353	404	420	713	700	754	300	298	304
FBgn0035831	105	110	121	45	55	63	139	92	132	61	56	57
FBgn0035833	1497	1177	1275	555	557	551	1191	1490	1450	592	655	565
FBgn0035838	67	66	76	29	22	18	61	43	75	13	28	16
FBgn0035839	266	284	303.032	99	132	122	229	263	252	92	104	88
FBgn0035842	54	54.001	45.071	25	27.677	28	36.06	64.258	52.021	54.48	42.207	28.002
FBgn0035844	6	2	4	2	5	4	3	3	4	4	4	4
FBgn0035845	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0035847	0	0	0	0	0	0	0	0	1	1	4	2
FBgn0035848	289	301	278	81	109	110	222	253	251	75	96	98
FBgn0035849	254	247	235	123	86	112	185	254	200	109	120	110
FBgn0035850	589.999	644	646.999	347	419.999	427	583	706.999	706	408	437	504
FBgn0035851	422.331	419.084	415.347	144.725	189.238	178	381	479	411	164	194	148
FBgn0035852	9	2	1	5	4	1	9	9	20	2	1	2
FBgn0035853	316.669	324.381	398.652	140.275	139.762	102	310	280	375	139	120	130
FBgn0035854	124	159	217	62	36	47	99	81	118	54	45	48
FBgn0035855	1	2	0	0	0	0	0	2	0	2	0	2
FBgn0035857	0	3	0	0	0	0	2	9	1	9	9	16
FBgn0035861	0	0	0	0	0	0	1	0	0	0	0	0
FBgn0035865	0	0	0	0	1	3	0	0	0	0	0	0
FBgn0035866	119	91	125	30	65	51	109	114	102	33	53	59
FBgn0035867	469	458	492	120	127	96	253	190	201	74	67	79
FBgn0035868	113	115	125	61	49	58	88	46	78	28	27	21
FBgn0035870	4	4	15	0	0	0	0	2	0	3	1	0
FBgn0035871	7467.984	7810.468	9110	2000	1973	1944	8453.789	7031.876	9001.041	1897	1992.002	1977
FBgn0035872	713	734	700	264.006	293	234	534	670	612	248	247	255
FBgn0035873	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0035875	0	1	0	0	0	0	0	0	0	0	0	0
FBgn0035876	58	70	103	39	34	31	53	39	57	28	38	43
FBgn0035877	954	644	569	436	541	595	363	690	542	519	672	708
FBgn0035878	527	618	704	262	239	243	607	683	674	419	460	371
FBgn0035879	1078	1210	1002	491	582	571	749	1065	966	402	427	436
FBgn0035880	5	12	28	16	16	8	57	36	52	10	7	8
FBgn0035888	54	56	55	15	28	29	26.057	50.794	45	17	11.369	19.054
FBgn0035889	451.548	489.002	531.752	197.261	310	279	754.118	718.787	979.335	296.67	381.733	296.526
FBgn0035890	54	91	100	31	37	35	108	161	143	69	58	45
FBgn0035896	389	588	560	195	256	277	154	172	196	100	117	139
FBgn0035900	267	308	338.002	128	161	110	354	308	429	135	193	193
FBgn0035901	122	186	201.912	81	36	42	81	63	124	68	44	27
FBgn0035902	44	38	50	19	12	23	6	8	24	2	21	10
FBgn0035903	5	4	8.088	2	6	3	0	0	2	0	0	1
FBgn0035904	453	436	554	219	204	288	202	175	261	82	89	116
FBgn0035906	1199	1342.203	1551	490	468	434	1145	799	1271	452	459	396
FBgn0035907	93	122	142	80	58	93	121	91	165	75	67	80
FBgn0035909	10237.018	10138	10769	3111	3012	2168	8086.107	8594	9441.668	2899.016	2852	2314
FBgn0035911	115	133	185	45	68	49	75	47	82	38	65	45
FBgn0035914	33	43	28	280	480	369	1435	1728	1505	598	693	599
FBgn0035915	24	57	26	0	0	0	115	5	4	0	0	0
FBgn0035916	170	200	186	79	82	98	197	187	221	110	76	95
FBgn0035917	276	407	487	243	213.001	207.001	86.001	155.001	117	174.999	120.999	111
FBgn0035918	127	185	156	37	46	27	160	168	205	52	56	43
FBgn0035921	0	0	0	0	0	0	1	0	0	0	0	0
FBgn0035922	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0035923	154	155	145	79	53	40	132	156	202	98	74	60
FBgn0035924	0	0	0	0	0	0	1	0	0	0	0	0
FBgn0035926	0	0	0	0	0	0	55	0	1	0	0	0
FBgn0035928	0	0	0	0	0	0	11	1	9	3	0	8
FBgn0035931	0	0	0	0	0	0	0	0	0	0	2	0
FBgn0035932	0	0	0	0	0	0	0	0	0	0	5	1
FBgn0035933	4	0	0	4	0	10	7	0	0	0	4	0
FBgn0035934	0	0	0	0	0	0	0	5	0	1	0	0
FBgn0035936	122	118	122	69	57	46	136	149	176.003	81	93	68
FBgn0035941	0	1	0	0	0	0	0	1	2	0	0	0
FBgn0035942	45	43	61	13	22	21	48	65	84	30	24	39
FBgn0035943	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0035944	2335.6	2431	2505.999	742	853.999	814	2411.999	1995	2459	867.999	988	891
FBgn0035945	330	306	327	105	146	137	336	338	356	180	150	133
FBgn0035947	5170.059	5483	5904.117	1540	1645	1313	5136.026	5547	5969.026	2047	1902	1610
FBgn0035948	0	2	0	1	1	1	0	0	1	7	1	2
FBgn0035949	0	0	0	0	0	0	2	1	4	2	3	0
FBgn0035951	117	142	149	64	72	59	174	181	273	77	88	74
FBgn0035952	1	0	0	0	0	0	5	2	0	1	0	0
FBgn0035953	648	655	590	260	262	224	482	652	534	292	288	214
FBgn0035954	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0035955	0	0	0	0	0	0	1	0	0	0	0	0
FBgn0035956	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0035957	14	10	21	3	1	2	29	16	29	2	12	6
FBgn0035959	1785	1368	1277	634	830.006	813	601	1119.002	777	533	584	621
FBgn0035960	90	64	129	16	21	8	55.001	52	84	25	21	20
FBgn0035964	138	142	186	50.037	44	62	153	130	189	116	53	54
FBgn0035965	336	349	419	87.962	82	52	437	448	452	171	167	152
FBgn0035968	13	8	10	4	8	9	5	8	7	5	8	2
FBgn0035969	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0035970	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0035971	0	0	0	0	0	0	2	0	0	0	0	0
FBgn0035975	251	294	317.999	79	109	123	376	338	351	87	91	91
FBgn0035976	234	292.999	334	179	192.999	186	188	158	257.999	125	174	132
FBgn0035977	2.263	4.818	2.131	3.13	13	0	4	6	2	1	2	1
FBgn0035978	1742.738	1820.182	1787.869	525.87	609	485	2157.78	2264	2250	482	452	502
FBgn0035980	96	100	117	38	43	33	71	75	86	36	43	42
FBgn0035981	589	549	648	264	337	351	669	717	830	522	550	497.001
FBgn0035983	389	324	312	203	279	213	745	1011	849	457	604	602
FBgn0035985	105	72	49	9	6	12	20	2	4	5	6	6
FBgn0035986	98	120	107.999	32	40	27	52	104	123	54	33	56
FBgn0035987	538.843	618	622	168.652	204.87	201.823	338.001	250	368.001	218	200	203
FBgn0035988	5	11	7	1	1	1	26	5	7	3	1	3
FBgn0035989	371.158	376	391	188.347	147.13	158.177	1028	1080.001	1103	303.999	367.002	357
FBgn0035993	183	195	208	58	60	58	230	205	224	110	102	86
FBgn0035995	450.275	546.84	506.73	240.651	280.12	280.633	486.815	524.012	615.701	260.414	319.454	320.166
FBgn0035996	72.725	66.16	77.269	38.349	25.88	35.367	132.185	100.988	103.299	29.586	47.546	45.834
FBgn0035997	351	308	279	109	167	172	144	149	174	108	122	116
FBgn0035998	90	93.798	100	49.898	53	55.849	140	127	149	39	47	48
FBgn0035999	228	187.202	265	95.102	103	119.151	178	177	193.036	127	127	108
FBgn0036000	149	181	204	73	66	63	143	131	194	76	108	91
FBgn0036004	1809	1749	1423	742	801	598	1025	1651.004	1424	717	811.004	573
FBgn0036005	191	180	209	78	79	84	153	93	157	62	61	73
FBgn0036007	2707	3325	3267	2166	2921	2702	2818.001	3774	3518.24	1388	1612	1434
FBgn0036008	190	192	226	153	142	131	227	190	201	109	103	109
FBgn0036010	0	0	0	0	0	0	0	0	1	0	0	0
FBgn0036014	0	2	2	0	0	0	7	0	0	0	0	0
FBgn0036015	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036016	0	0	0	0	0	0	1	0	0	0	0	0
FBgn0036018	472	477	662	218	240	185	305	386	361	245	227	192
FBgn0036019	1	0	0	1	1	0	0	0	0	0	1	0
FBgn0036020	405	484	505.327	230	183	209	393	408	463	222	207	173
FBgn0036028	106	129	136	43	43	35	76	68	84	37	46	30
FBgn0036029	1	1	1	0	2	2	2	7	5	6	0	3
FBgn0036030	286	464.001	565	190	207.999	178	504	614	654.001	207	245.999	234
FBgn0036031	6	2	8	1	1	3	2	2	0	0	0	1
FBgn0036032	1099	1098	940	377	322	236	582	851	812.001	293	307	149
FBgn0036035	211	195	370	134	102	93	159	99	134	111	145	97
FBgn0036036	54	67	114	36	30	31	50	46	41	41	12	47
FBgn0036038	284	237	303	106	121	93	208	224	198	122	104	126
FBgn0036039	148	155	141	61	60	58	113	109	158	53	35	40
FBgn0036040	21	20	13	2	0	0	0	0	0	0	0	0
FBgn0036043	1423	1604	1686.001	931	943	833.999	806.001	1127.001	1065	507.001	516	480.999
FBgn0036044	1	2	0	0	0	0	0	0	1	0	0	0
FBgn0036046	0	0	0	0	1	1	0	0	0	0	0	0
FBgn0036052	70	59	87	46	33	27	57	70	63	50	37	39
FBgn0036053	2258	2032	2036	774	848	634	2276	2667	2693	888	983.923	914
FBgn0036056	0	8.662	13.301	14.396	8.729	14	6	1	1	1	2	4
FBgn0036057	70	39.338	48.699	15.604	14.271	8	5	8	1	2	2	7
FBgn0036058	682	707	848	308	320.001	295	904	845	867	289	332	304
FBgn0036059	682	545.999	501.002	294	358	476	255	328.684	348	271	314	428
FBgn0036062	33.913	51.653	63.977	19.89	34	31	36	49	34	21	36	31
FBgn0036063	80	60	85	31	28	44	107	65	143.353	68	82	82
FBgn0036066	0	2	1	0	0	0	1	0	0	0	0	0
FBgn0036070	0	0	0	0	1	9	3	0	0	1	0	0
FBgn0036072	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036075	2	0	0	0	0	0	6	6	5	1	0	0
FBgn0036078	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036080	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036082	4	0	0	1	0	0	5	0	1	0	0	0
FBgn0036083	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0036085	1	1	0	0	0	0	7	0	0	0	0	0
FBgn0036089	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036090	130	183	198	52	45	59	161	119	200	51	69	96
FBgn0036091	783.817	285	1161	1943	12224	20346.11	2055	3666.641	1020	1493	8629	15119.152
FBgn0036093	0	3	0	0	0	0	1	3	0	0	0	0
FBgn0036094	241	266	350	25	22	39	14	3	6	11	17	16
FBgn0036096	517	513	608	178	188	167	550	476	527	249	278	261
FBgn0036099	194	225	258	82	61	73	280	274	334	131	142	165
FBgn0036101	13	21	16	12	9	10	14	39	16	2	11	5
FBgn0036104	353	381	367	133	114.486	169	197	262	224	114	146	129
FBgn0036105	197	180	238	100	136	154	181	134	172	66	74	92
FBgn0036106	509	867	1139	402	425	520	659	435	531	397	312	512
FBgn0036107	243	339.002	371	127	138	153	482	343	432	185	228	178
FBgn0036110	1	0	0	0	0	0	136	94	130	68	57	65
FBgn0036111	2253.001	2265	2586	857	888.001	1045	1558.006	2015	1922	855	783	754
FBgn0036112	0	0	0	2	0	0	0	0	0	0	0	0
FBgn0036116	73.082	90.668	85	22	50	62	28.005	21	20	16	23	11.012
FBgn0036117	644.918	836.332	865	308	350	364	897.995	810	870	617	626	593.988
FBgn0036118	133	133	175	69	62	56	200	135	176	50	50	57
FBgn0036121	53	61	73	11	7	14	43	28	42	36	18	20
FBgn0036124	463	461	682	365	336	237	547	724	729	430	318	331
FBgn0036126	128	130	183	68	59	59	196	171	208	124	109	158
FBgn0036133	258	355	401	103	149	106	333	312	375	163	139	136
FBgn0036134	516	679.021	744	415	497	446	474	723	616	481	559	481
FBgn0036135	138	153	201	74	70	64	87	117	96	82	64	71
FBgn0036136	646	760	869	224	256	303	568	602	635	222	264	245
FBgn0036139	0	0	0	0	0	0	5	4	7.02	2	0	0
FBgn0036141	191	178.001	202	91	68	87	103	155	102	44	58	36
FBgn0036142	225	245	264	105	105	102	218	204	236	104	112	126
FBgn0036143	78	64	70	12	21	16	0	0	0	0	0	0
FBgn0036144	2266	2222.001	2227.001	640	632	553	921	1016.299	1126	419	402	395
FBgn0036145	2	3	5	0	3	1	7	2	2	12	10	2
FBgn0036146	0	2	0	0	2	1	2	0	3	0	6	3
FBgn0036147	104	151	137	78	70	65	246	322.7	330	149	175	184
FBgn0036150	51	51	48	19	35	18	206.252	406.537	335.176	149.954	233.123	189.712
FBgn0036152	542	748	776	455	563	434.999	582	899	880.001	562	564	484
FBgn0036153	18	17	7	4	4	1	75	65	57	20	37	28
FBgn0036154	28218.024	29006.151	31845.148	8521	9331	9831	38385.634	33539.771	39017.282	11926	12872	13528.892
FBgn0036155	257	306	376	64	53	62	240	179	205	141	175	135
FBgn0036156	0	0	0	0	0	0	2	8	1	0	0	0
FBgn0036157	2	5	9	1	1	1	8	5	11	0	2	2
FBgn0036158	16536.061	15301	18473	5124	5554	5846	18610.838	16034.282	19556.433	6423.919	6837.013	6609.028
FBgn0036159	5	2	4	0	0	0	4	0	0	0	0	0
FBgn0036160	8	3	9	3	1	1	3	0	0	0	0	0
FBgn0036161	1	6	6	4	2	0	1	0	0	0	0	0
FBgn0036162	4714	5058	4548	1656	1813	1438	710	514.001	719	214	207	192
FBgn0036165	357	423	367	192	187	135	122	215	147	82	104	48
FBgn0036168	4	11	10	6	6	4	8	9	5	9	12	5
FBgn0036170	4.833	5	0	0	0	0	7	0	0	0	0	0
FBgn0036173	81	96	122	55	72.999	66	78	45	74	47	54	38
FBgn0036178	7	7	7	3	4	5	1184	967	1326	469	485	529
FBgn0036179	58	54	58	35	50	21	88	136	156.999	42	65	62
FBgn0036180	819	807	850.001	481.001	492	493	678	827	749	373	456	393
FBgn0036181	88	72	48	16	6	9	6	6	8	5	7	0
FBgn0036183	0	1	0	0	0	0	0	0	2	0	0	0
FBgn0036184	173	181	219	116	93	89	202	185	213	99	136	128
FBgn0036186	35250.489	32579.928	32506.608	9905.001	11054.69	9841	15541.102	17887.055	17267.115	6287	6819.714	5949
FBgn0036187	204	229	389	151	137	158	340	315	422	197	217	214
FBgn0036188	83	84	131	39	45	39	89	67	75	35	57	39
FBgn0036191	269.153	271.04	361.247	137.694	162.814	152.688	185	176	291.001	143	141	99
FBgn0036192	41.847	55.959	40.752	18.307	15.186	25.311	63	49	59	32	32	34
FBgn0036193	81	84	100	44	33	71	59	37	60	40	35	47
FBgn0036194	410	562	646	96	112	82	262.999	288	395	131.001	126	150
FBgn0036195	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036196	986	1211.999	930	645	676	693	102	187	152	111	187	205
FBgn0036198	270	260	405	173	208	182	264	239	277	195	189	195
FBgn0036199	331	366	416	164	189	190	346	370	422	106	169	172
FBgn0036202	0	2	0	0	1	0	0	0	1	0	1	1
FBgn0036203	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036205	1349	1229	1222	345	359	307	926	861	977	399	340	313.001
FBgn0036206	0	0	0	0	0	0	1	0	0	0	0	1
FBgn0036207	2993	2816.02	3322.914	970	1011	1121	1127.004	1163	1349	563	650	712
FBgn0036208	25	21	21	9	9	3	7	19	12	9	3	2
FBgn0036210	207	225	273	49	54	31	108	105	141	49	38	24
FBgn0036211	1911.727	2088.418	2588.751	1200.33	1297.467	1244.553	1413	1303.999	1505.764	682	664	650
FBgn0036212	56.272	62.581	66.248	13.67	32.533	11.447	16	22	25	16	19	14
FBgn0036213	3111.973	3533.028	4653.067	2131	2247	2110	2556.091	2096	2547.9	1798.993	1954	1834.967
FBgn0036214	0	0	0	1	0	0	8	4	9	4	10	3
FBgn0036217	0	0	0	0	0	0	1	0	0	0	0	0
FBgn0036218	2	2	0	0	0	0	1	0	1	0	0	0
FBgn0036219	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036220	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036221	0	0	0	0	0	0	5	0	0	0	0	0
FBgn0036222	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036224	0	0	1	0	0	0	1	0	0	0	0	0
FBgn0036225	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036226	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036227	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036228	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036229	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036230	0	1	0	0	0	0	0	0	0	0	0	0
FBgn0036232	0	0	0	0	0	0	0	1	0	0	0	0
FBgn0036235	0	0	0	0	0	0	0	0	0	2	0	0
FBgn0036236	0	1	0	1	0	0	1	0	0	0	0	0
FBgn0036237	241	290.001	334	117	120	126	480	460	468	127	130	122
FBgn0036239	616	776.001	778	332.001	338	383	933	985	1155	534	552.001	580.001
FBgn0036240	979	797	860	408	461.019	497	490	727	618	325	398	437
FBgn0036242	1153	828	717	321	259	253	99	193	121	131	150	105
FBgn0036246	0	1	0	0	0	0	4	0	1	2	3	1
FBgn0036248	338	359	412	201	141	151	127	143	174	84	97	86
FBgn0036249	243	253	293	114	101	104	127	116	123	64	63	84
FBgn0036250	0	0	0	3	0	0	0	0	0	0	0	0
FBgn0036254	150	234	336	109	81	77	202	209	273	122	119	123
FBgn0036255	46	52	81	24	45	25	85	49	62	33	34	39
FBgn0036257	608	492	476	438	546.001	583.001	462	690.999	602	620	769	870
FBgn0036258	8356	8790	11000.001	4558	4994	4216	4190	5397	4735.981	3795	4192	3815.764
FBgn0036259	2	7	2	2	2	7	4	5	7	6	1	9
FBgn0036260	42	74	63	75	41	34	0	0	0	0	0	0
FBgn0036262	148	191	185	95	80	86	109	69	102	53	45	39
FBgn0036263	150.136	130	140.759	44.85	55.372	79.487	55	81	101	30	48	45
FBgn0036264	37	56	58	4	8	8	708	1024.036	700	293	352	368
FBgn0036266	8	11	18	4	0	4	18	7	17	5	10	9
FBgn0036271	545.341	624.098	644.105	165.956	180.238	151.086	463	420	681	147	156.881	113
FBgn0036272	3600	3591	4022	1162	1148	1026	4948.989	4989.966	6051.014	1513	1443	1245
FBgn0036273	28	39	33	4	16	10	28	40	30	22	16	16
FBgn0036274	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036277	341	317	403	190	157	173	111	70	107	69	64	96
FBgn0036278	0	3	1	0	2	0	2	0	4	0	4	0
FBgn0036279	2168	1934	2084	649	744	591	1261	1750	1499.002	710	782	773.001
FBgn0036282	22	40	35	10	16	6	12	35	39	20	17	12
FBgn0036285	8703	9276.043	10363	2993	2935	2317	6486.059	12826	11592.003	5679	6147	4877
FBgn0036286	1044	1133	1146	335	355	346	929.011	891	951.006	322	311	307
FBgn0036287	11	12	18	16	31	27	135	182	156	32	32	20
FBgn0036288	294	315	258	137	157.999	138	164	128	179	71	85	95
FBgn0036289	120	139.003	145	21	32	32	4	3	6	12	10	10
FBgn0036290	209	251	272	117	133	148	473	440	442	280	310	282
FBgn0036291	44	66	54	23	28	33	31	33	54	16	25	19
FBgn0036292	218	238	215	50	90	64	233	231	279	76	128	124
FBgn0036294	1	1	0	3.577	0	4.823	8	3	0	1	2	5
FBgn0036298	334	381	385	123	135	145	256	255	315	127	120	100
FBgn0036299	1122.249	1027.002	1160	506	559	560	1091	1337	1251	546	508	556
FBgn0036300	1680	1936	2167	367	317	242	2152	1812	2140	674	672	570
FBgn0036301	145	174	285	123	109	96	118	96	124	94	109	69
FBgn0036302	1522.001	1521	1846.999	637	732.001	807	1090.631	888.52	1082.495	580.618	597	546
FBgn0036305	319	348	362	156	146	175	309	283.381	316	138	114	121
FBgn0036306	63	63	100	34	22	18	183	167	203	71	68	96
FBgn0036309	146	98	137	57	72	44	181	351	201	40	37	43
FBgn0036310	2	1	0	0	0	0	3	0	0	0	0	0
FBgn0036311	1	1	0	0	0	0	7	0	3	0	0	0
FBgn0036314	332	353	427	81	111	122	240	202	278	108	107	113
FBgn0036316	1324	1327	1381	421	476	471	342.611	235.929	181.112	59.851	60.47	64.696
FBgn0036317	160	264	200	95	89	76	165	253	219	79	86	88
FBgn0036318	3818.014	3919	4658	1404	1493.999	1383	2387.014	2553	2747.001	1080	1087.001	1018
FBgn0036319	18	19	33	9	3	6	1	0	0	0	0	0
FBgn0036320	2	0	0	0	0	0	0	0	0	0	0	0
FBgn0036321	0	0	0	0	0	0	1	0	0	0	0	0
FBgn0036323	0	0	2	5	2	2	79	87	75	41	38	55
FBgn0036324	0	0	1	1	1	6	3	1	1	4	3	0
FBgn0036325	0	0	0	0	0	0	2	0	0	0	0	0
FBgn0036327	0	0	1	0	0	0	2	0	0	0	0	0
FBgn0036328	0	1	0	0	0	0	2	0	0	0	0	0
FBgn0036329	3	0	0	0	0	0	1	0	0	0	0	0
FBgn0036330	1	0	0	1	0	0	14	9	13	0	0	0
FBgn0036332	53	47	33	2	3	1	4.829	0	4.766	0	0	0
FBgn0036333	403	375	441	152	168	139	491	546	575	147	177	135
FBgn0036334	363	500	556	244	310	248	395.003	192	337	273	255	238
FBgn0036335	122	142	212	43	53	55	124	98	160	73	87	69
FBgn0036336	115	96	122	40	49	34	153	167	180	53	84	53
FBgn0036337	376	544.002	690.111	255	230	198	477	429	528	311	242	243
FBgn0036340	780	881	970	306	276	228	753.001	895	929	330	293	249
FBgn0036341	145	131	223	54	63	86	182	155	174	49	86	73
FBgn0036343	2	1	0	0	0	0	1	8	1	1	0	3
FBgn0036345	0	0	0	0	0	0	5	0	0	0	0	0
FBgn0036346	1	1	1	0	0	0	0	0	0	0	0	0
FBgn0036348	7	10	6	0	1	1	1	0	0	0	0	0
FBgn0036349	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036350	0	0	0	0	0	1	0	0	0	0	0	1
FBgn0036351	16	17	21	4	3	3	0	0	0	3	0	0
FBgn0036352	3	15	14	6	2	1	2	0	1	1	0	0
FBgn0036353	381	397	482	158	166	179	69.999	80.999	71	42	38	70
FBgn0036354	0	0	1	2	0	0	42	34	43.163	2	3	0
FBgn0036356	139	118	150	73	51	54	250	250	274	183	141	196
FBgn0036359	0	0	5	0	0	0	0	0	1	0	0	0
FBgn0036360	1	4	0	0	4	3	1	0	0	0	2	0
FBgn0036361	0	0	0	0	0	0	11	9	3	1	1	4
FBgn0036362	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036363	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036364	37	34	62	6	14	15	10	2	16	15	8	19
FBgn0036365	486	735.999	631	254.001	300	208	388	698	587	293	296	240
FBgn0036366	76	110	120	57	51	38	26	26	50	36	30	23
FBgn0036367	0	0	3	0	0	2	8	0	0	0	0	0
FBgn0036368	19	19	29	26	35	11	149	246	206	28	27	39
FBgn0036369	72	108.999	150	120	143.999	154	134	122	165	9	23	16
FBgn0036372	60	78	84	72	41	43	79	65	42	41	27	29
FBgn0036373	119.001	292	253	65	59	35	392	541	576	55	70	61
FBgn0036374	264	355	299	130	130	89	148.094	305	299	114	121	101
FBgn0036376	730	782	776	286	345	281	581	653	665	301	299	318
FBgn0036377	32	47	24	4	9	11	79	89	57	64	54	40
FBgn0036380	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036381	9	7	21	11	3	3	13	10	13	5	4	4
FBgn0036382	0	0	0	4	0	7	0	0	1	0	2	1
FBgn0036386	176	207	177	51	56	43	205	275	265	113	96	74
FBgn0036389	735.845	893.123	737.303	231.376	240.678	223.936	303	426	372	172	135	136
FBgn0036390	2	0	3	1	0	1	44	57	34	19	42	19
FBgn0036391	0	2	2	1	1	0	0	0	0	0	0	0
FBgn0036395	38	37	56	22	21	44	7	13	12	7	5	10
FBgn0036396	39	63	39	18	26	18	35	47	28	10	17	8
FBgn0036397	92	133.001	125	31	56	53	129	138	135	51	57	60
FBgn0036398	2612	2518	1919	1312	1471	955	1239	2335	1764	1097	1216	831.541
FBgn0036402	732	816	830	285	284	261	473	462	493	204	214	200
FBgn0036403	1	4	3	0	0	0	1	0	0	0	0	0
FBgn0036405	107	118	216	67	55	75	69	75	58	38	30	43
FBgn0036406	99	79	119	35	25	31	65	40	79	21	29	46
FBgn0036410	0	0	0	0	0	0	0	6	0	0	0	0
FBgn0036411	0	0	0	0	0	0	0	3	0	0	0	0
FBgn0036414	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036415	2	6	8	1	0	1	2	0	0	5	0	0
FBgn0036416	6	3	11	1	3	0	0	2	0	1	2	4
FBgn0036417	0	0	0	0	0	0	0	0	0	0	0	2
FBgn0036422	0	0	4	3	6	0	23	0	3	2	0	0
FBgn0036423	82	87	92	12	13	15	171	139	177.999	73	104	83.999
FBgn0036426	5	1	0	1	0	0	0	0	0	0	0	0
FBgn0036427	2	0	4	0	0	0	0	0	0	0	0	0
FBgn0036428	29	28	42	10	13	4	82	73	83	15	22	25
FBgn0036433	3155	2779	3917.735	765	936	971	1318	1267	1562.683	973.005	1083	1301
FBgn0036436	2	0	0	0	0	0	3	0	0	0	1	0
FBgn0036437	0	3	1	0	0	0	1	0	0	0	0	0
FBgn0036438	1	1	1	0	0	0	6	0	0	0	0	0
FBgn0036439	0	0	0	0	1	0	6	8	9	6	2	9
FBgn0036441	3	0	0	0	0	0	2	0	0	0	0	0
FBgn0036442	0	1	1	0	0	0	0	0	2	0	0	0
FBgn0036443	0	0	2	0	0	0	11	1	0	3	1	0
FBgn0036446	248	272	291	100	117	123	248.147	384.761	376.387	148.828	145.765	139.539
FBgn0036447	0	1	1	2	0	1	75.854	59.239	84.614	28.172	60.235	29.461
FBgn0036448	1804	1847	1639	781	909	659	1737	2802	2304	786	803	676
FBgn0036449	68	50	74	40	39	59	205	213	212	113	72	76
FBgn0036450	638	602	600.187	264	339	300	516	664	616	378	405	305
FBgn0036451	1095	1184	1072	519	564	425	778	1407	1138.002	578.001	598.999	463
FBgn0036454	241	259	231	96	150	100	44	175	120	78	170	103
FBgn0036459	560	535	571	233	227	275	676	809	776.005	385	412	454
FBgn0036460	232	223	416	133	126	121	168	158	174	119	140	87
FBgn0036461	1	6	6	1	6	7	0	0	4.27	6.185	6.672	8.752
FBgn0036462	100	109	162	54	55	64	90	47	94.73	38.815	75.328	73.248
FBgn0036463	32	20	37	15	33	13	12	20	33	24	17	17
FBgn0036465	0	0	0	0	0	0	0	0	1	0	0	0
FBgn0036466	7	14	13	7	14	5	20	18	37	11	12	16
FBgn0036470	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036471	0	0	0	1	2	2	0	0	0	0	0	0
FBgn0036474	0	4	0	0	0	0	3	3	0	1	3	0
FBgn0036476	75	103.366	114.13	36.299	37.078	15	70	87	94.421	45	41	45
FBgn0036479	2	0	2	1	3	3	18	8	20	17	13	10
FBgn0036480	11	13	13	0	1	0	9	2	3	3	3	5
FBgn0036481	137	102	100	12	10	5	19	12	21	15	14	8
FBgn0036482	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036483	74	138	133	32	54	32	94	129	105	43	55	49
FBgn0036484	346	354	354	164	208	156	246	246	271	199	197	195
FBgn0036485	3882	3908.995	3756	774	882	819	2538.269	3172.059	3020.706	1077.881	1215.251	1005.642
FBgn0036486	29	52.019	40	28	22	14	16.731	6.941	2.307	1.119	4.749	2.358
FBgn0036487	187.649	216.687	287.066	123.181	152.012	118.398	152.619	172.595	143.777	86.462	79.448	115.762
